full_site_address,Latitude,Longitude,total_precipitation_mm,rainy_days,total_snowfall_cm,snowy_days,days_below_freezing,total_sunshine_hours,days_pleasant_temp,avg_daily_max_windspeed_ms
"Forest City , 157 Plaza Dr , Forest City , NC , 28043",35.3341532,-81.8970099,1272.86,120.5,13.097,4.2,44.5,3238.02226388889,143.6,13.6847264016768
"Fort Smith - Highway 71 , 12114 US-71 , Fort Smith , AR , 72916",35.2690562,-94.3700276,1227.06,110.5,8.379,4.9,37.1,3221.62335,120.6,15.0900995583502
"Fort Smith - Massard Rd , 5800 Massard Rd , Fort Smith , AR , 72903",35.3260818,-94.3415391,1247.43,108.9,8.386,4.9,36.9,3219.56449722222,119.1,15.1551099633206
"Fresh Wash - Braselton , Exchange Way , Braselton , GA , 30517",34.1223755,-83.7642661,1503.46,134,4.473,2.1,23.4,3181.10231416667,150.9,14.5866001946253
"Ft Walton -Beal , 794 Beal Pkwy NW , Fort Walton Beach , FL , 32547",30.446616,-86.63932,1693.16,149.2,0.014,0.1,3.4,3362.95085083333,171.4,18.0843906729546
"GAWOO_Eagle , 2907 Eagle Dr , Woodstock , GA , 30189",34.113012,-84.5571699,1511.95,138.9,5.446,3,29.1,3152.01641972222,155.7,15.6433135713751
"Galesburg , 334 E Carl Sandburg Dr , Galesburg , IL , 61401",40.9761518,-90.3654388,975.64,115.5,59.164,31.3,103.8,3072.37137222222,127.5,20.6097701923797
"Gallup 49 , 1060 US-491 , Gallup , NM , 87301",35.5382265,-108.7581009,266.47,57.3,68.012,35.8,110.4,3832.04927194444,133.6,26.0164185193502
"Gallup 66 , 1300 E Historic Hwy 66 , Gallup , NM , 87301",35.529778,-108.7220066,266.47,57.3,68.012,35.8,111.6,3832.04927194444,133.9,26.0164185193502
"Gardendale , 420 Fieldstown Rd , Gardendale , AL , 35071",33.6522172,-86.8173304,1386.52,130.1,3.129,2.3,25.9,3222.73465277778,151.3,15.2610256007186
"Georgetown , 20945 N Dupont Blvd , Georgetown , DE , 19947",38.6892922,-75.3972612,1240.08,129.6,27.72,10.7,50.9,3136.05548,134.5,18.4344666516955
"Go Clean Car Wash Eufaula , 1 Veteran Blvd , Eufaula , AL , 36027",31.842735,-85.1676913,1224.69,122.6,0.28,0.2,6,3300.84360833333,154,14.6565083464331
"Go Clean Mobile City , 6658 Mobile Hwy , Pensacola , FL , 32526",30.4763011,-87.3079223,1800.35,161.2,0.049,0.1,5.7,3331.38872138889,168.5,15.7746952616214
"Go Clean Monroe , 3218 N Monroe St , Tallahassee , FL , 32303",30.4864428,-84.3167069,1326.97,137.5,0.154,0.1,4.2,3319.35924388889,169,14.6687213863313
"Go Clean Pensacola , 8897 Pensacola Blvd , Pensacola , FL , 32534",30.5263517,-87.2756117,1630.82,158.2,0.063,0.2,5.5,3360.49850416667,169.2,17.4317992364698
"Granite Falls , Riverbend Club Point , Granite Falls , NC , 28630",35.7892015,-81.3806659,1269.97,122.9,16.576,6.1,43.2,3218.62908888889,140.4,13.6231070439404
"Great North Auto Wash , 2701 N Lincoln Rd , Escanaba , MI , 49829",45.780323,-87.0842742,885.15,116.6,122.031,64.6,139.4,2872.74495861111,115.1,20.097813683659
"Greenbrier - S Broadview St , 98 S Broadview St , Greenbrier , AR , 72058",35.2228379,-92.3876296,1387.26,119.6,7.553,5.5,38.8,3190.17334333333,125.2,14.3783921700726
"Grime Scene , 513 TX-114 , Levelland , TX , 79336",33.5944716,-102.3586622,377.15,55,13.111,7.4,45.4,3691.67305194444,133.3,24.999585897148
"Gwatzilla Car Wash , 1701 T P White Dr , Jacksonville , AR , 72076",34.8820519,-92.1105156,1402.42,120.3,6.664,4.6,30.5,3195.93727444445,126.3,15.0299646680141
"H2GLO CAR WASH , 1905 Electric Rd , Cave Spring , VA , 24018",37.2475657,-80.0346677,1187.81,118.3,33.915,11.9,62,3178.03926083333,143.5,14.6488660079347
"Hall of Fame Carwash , Gateway Blvd , Leland , NC , 28451",34.213539,-78.0197913,1523.61,139.2,2.044,1,13.4,3328.80868416667,160.5,17.4215251890112
"Hampstead , 38 Dan Owen Dr , Hampstead , NC , 28443",34.3656598,-77.7116709,1515.87,141.3,2.681,1.3,11.8,3302.93551861111,160.8,17.4226293135714
"Happy Car Wash Albany , 527 NW North Albany Rd , Albany , OR , 97321",44.6428313,-123.1126361,1220.03,131.4,23.45,14.9,30.7,2987.92805555556,125.4,16.0058778351673
"Hercules/Elite Care Auto , 1401 Lexington Ave , Mansfield , OH , 44907",40.72053,-82.5435665,1118.07,144.8,75.061,46.9,102.7,2905.00407916667,143.6,19.6010869825586
"Hernando , 2660 McIngvale Rd , Hernando , MS , 38632",34.8209976,-89.9712562,1498.88,129.2,8.428,3.9,30.8,3181.8256875,133.7,14.9466992289842
"Heroes Car Wash Asheville , 2000 Hendersonville Rd , Asheville , NC , 28803",35.4858828,-82.5247986,1105.32,125.6,24.325,10.2,61.9,3267.67821222222,171.3,15.6914822965791
"Heroes Express 6050 , 6050 Wade Hampton Blvd , Taylors , SC , 29687",34.9354072,-82.2761998,1279.22,120,11.088,3.8,35.2,3249.0429275,140.2,15.7429853282431
"Heroes Express Pleasantburg , 3107 N Pleasantburg Dr , Greenville , SC , 29609",34.8869993,-82.3956837,1300.39,121.7,11.382,3.6,35.8,3237.18424194444,141.8,15.55512732989
"Heroes Express Salisbury , 1420 E Innes St , Salisbury , NC , 28146",35.6543588,-80.4565091,1181.27,117.9,14.098,5.2,40.8,3184.73070444444,138.7,14.6540795718242
"Howell 2 , 4550 E Grand River Ave , Howell , MI , 48843",42.5818921,-83.8629198,935.68,130.2,83.02,52.5,115.7,2851.67444138889,133.8,18.7436880754548
"Huntsville , 1020 Pear Drive , Huntsville , TX , 77320",30.7189698,-95.5677495,1459.61,133.2,2.107,1.2,7,3170.64357416667,150.4,16.5767337375552
"I-91 Express Wash , 168 Bridge St , East Windsor , CT , 6088",41.9312928,-72.606885,1234.86,124.2,80.15,30.9,104,2927.25429888889,125.1,15.8386385208474
"In and Out , 1430 N U.S. Hwy 41 , Ruskin , FL , 33570",27.7311395,-82.4344133,1301.46,152.5,0,0,0.2,3535.72851833333,163.8,18.3085746687626
"In-N-Out Car Wash , 12883 US-68 , Kenton , OH , 43326",40.6332275,-83.6155622,1024.33,132.3,55.608,35.7,97.4,2947.40426388889,139.8,21.8462448536567
"Indian Harbour , 600 E Eau Gallie Blvd , Indian Harbour , FL , 32937",28.1389437,-80.5905792,1189.95,163.8,0,0,0,3540.75756388889,176.1,21.1239327793997
"JC AUTO WASH , 701 S Dewey St , North Platte , NE , 69101",41.127653,-100.762632,581.74,75.5,64.855,32.6,128.8,3433.52970888889,114.4,23.1132587019987
"JJ Express Car Wash , 2185 US-70 , Thatcher , AZ , 85552",32.8380212,-109.7363483,225.14,33,3.549,3.1,7.9,3880.71349111111,111.6,20.2932351223894
"JJ's Car Wash Dickinson , 404 FM 517 W , Dickinson , TX , 77539",29.4452705,-95.0838394,1904.9,166.7,0.679,0.6,3.3,3252.70853277778,158.5,20.0909745489932
"JJ's Car Wash Friendswood , 2221 W Parkwood Ave , Friendswood , TX , 77546",29.4855535,-95.2153615,1920.97,165.5,0.581,0.5,3.5,3208.38243694444,158.1,19.7970163934426
"Jallo - Land O Lakes , 15474 State Rd 52 , Land O' Lakes , FL , 34638",28.330187,-82.5597081,1496.13,158.1,0,0,0.6,3462.29326472222,174.9,15.9863584100606
"Jammin Car Wash , 21356 Walmart Way , Lutz , FL , 33548",28.1769847,-82.4647521,1534.39,159.7,0,0,0.4,3478.49318055556,172.2,16.3463219552362
"Jet Express Carwash , 1501 S Main St , Blacksburg , VA , 24060",37.213749,-80.3998376,994.54,118.9,36.841,16.2,85.7,3152.89889472222,156.1,14.9350250767273
"Jet Express Franklin , 1121 Georgia Rd , Franklin , NC , 28734",35.158971,-83.392801,1225.78,133.9,19.747,9.4,50.7,3193.09370833333,179.8,12.9609879481997
"Jim Wood Washland , 1925 Silver City Hwy NW , Deming , NM , 88030",32.282669,-107.759936,198.12,35.1,5.383,5.4,24.8,3885.35072694444,124.3,28.0563139456546
"Joe's Premium Car Wash , 1905 E Robertson Blvd , Chowchilla , CA , 93610",37.126561,-120.2444694,467.11,46.5,1.498,0.8,10.3,3768.84086388889,118.3,14.4486408413803
"John's Auto Spa Nappanee , 2000 E. Market St , Nappanee , IN , 46550",41.4430698,-85.9784108,1077.19,131.1,71.967,44.7,105.5,2900.38695416667,137.4,22.0284782543604
"KUHNSVILLE CAR WASH , 5627 Tilghman St , Allentown , PA , 18104",40.5927909,-75.5866384,1223.44,128.1,66.514,26.7,97.1,2947.3051175,129.8,17.356049854031
"KWIK CAR WASH , 4000 Catnip Hill Rd , Nicholasville , KY , 40356",37.9290658,-84.5501918,1351.02,136.3,31.808,19.1,67.6,3031.29114527778,143.8,15.2263450108541
"KYLOU_CaneRun , 4860 Cane Run Rd , Louisville , KY , 40216",38.1806517,-85.8589994,1281.92,129.9,24.381,17.1,62.2,3077.48038083333,130.1,15.6744870125009
"KYWIN_Codella , 160 Codella Dr , Winchester , KY , 40391",37.9897787,-84.2095068,1268.41,136.6,32.403,19.5,69.7,3039.98808722222,145.3,15.0718935549068
"Kennesaw , 1585 Crater Lake Dr , Kennesaw , GA , 30152",33.9969501,-84.5907868,1563.23,142.3,5.264,2.7,28.4,3157.91132611111,157.4,16.1565684557227
"King's Car Wash , 1116 W Corbett Ave , Swansboro , NC , 28584",34.7019676,-77.148783,1572.91,139.2,3.619,1.7,12.8,3286.17247583333,157.8,19.7974207650273
"Klemm Express , 4 Mall Road , Salem , NH , 3079",42.7693178,-71.2293634,1189.65,121,118.846,37.2,108.6,2929.4114525,119.6,17.2622159592784
"Klemm Express Inbay , 4 Mall Road , Salem , NH , 3079",42.7693327,-71.2293089,1189.65,121,118.846,37.2,108.6,2929.4114525,119.6,17.2622159592784
"LOUISVILLE , 1670 Alliant Ave , Louisville , KY , 40299",38.218812,-85.538056,1368.37,133.6,26.117,18.6,69.2,3067.08578888889,143.6,15.6594544501834
"Lafayette , 2142 N Main St , LaFayette , GA , 30728",34.7403079,-85.2723458,1389.17,132.9,6.265,4.5,36.6,3137.93307055556,145.1,13.4807549217756
"Lake Effect , 145 George St , Oswego , NY , 13126",43.4624732,-76.4847243,1295.66,169.7,151.431,73.8,93.3,2840.43879444444,129,22.6175930084587
"Lake Wales , 2043 State Road 60 E , Lake Wales , FL , 33859",27.9031047,-81.6223701,1409.97,160.7,0,0,0.2,3472.3370875,169.2,16.9906292387155
"Lakes Edge , 7916 Bradley Long Dr , Sherrills Ford , NC , 28673",35.5832605,-80.9887544,1169.43,117.4,12.908,5.7,32.3,3206.46271222222,138.4,14.6190788232652
"Lakeside Auto Wash , 617 N Mitchell St , Cadillac , MI , 49601",44.2553229,-85.4038692,932.47,138.9,140.735,82.8,141.6,2779.19589555556,124.9,19.4691566734037
"Las Vegas , 2608 7th St #Nm-518 , Las Vegas , NM , 87701",35.6210093,-105.224725,450.5,73.1,76.202,33.4,126.5,3798.83444527778,138.5,19.5882422337001
"Legacy Express Wash , 2583 E 5th Ave , Columbus , NE , 68601",41.4412727,-97.3205261,753.87,86.7,55.034,29.8,116.8,3265.41962444444,118.4,22.6353791451456
"Lightning Fast , 2045 W Oaklawn Rd , Pleasanton , TX , 78064",28.940437,-98.5105038,877.76,99.3,0.861,0.8,3.6,3275.76246055556,135,20.2631489632458
"Local Car Wash , 331 W Loudon St , Chambersburg , PA , 17201",39.9361714,-77.667148,1053.94,122.5,56.819,24.7,86.4,2968.41780638889,131,15.5215123137959
"Los Lunas , 250 Main Street NE , Los Lunas , NM , 87031",34.8070818,-106.7335652,257.02,48.4,25.382,16,76.5,3850.44297,113.7,20.228080544951
"Lowell Road Hudson , 215 Lowell Rd , Hudson , NH , 3051",42.7332558,-71.4259764,1187.66,123.6,117.859,36.7,111.3,2939.23376,119.5,16.9524815480201
"MONKEY SHINE , 2518 Bob Bullock Loop , Laredo , TX , 78045",27.6139336,-99.4674955,508.21,64.6,0.189,0.3,1.7,3439.90011861111,123.2,23.7324490605584
"MURRAY AUTO SPA , 1530 HWY 121 N BYPASS , MURRAY , KY , 42071",36.588976,-88.29729,1348.7,126,17.416,10,45.7,3161.50316166667,129.7,15.6823393218055
"Madison , 155 Plaza Blvd , Madison , AL , 35758",34.7099342,-86.7423193,1460.98,133.8,5.95,3.8,36.3,3175.88250555556,144.2,15.3433515233176
"Magic City Car Wash , 619 N Broadway , Minot , ND , 58703",48.2427558,-101.2970504,466.19,76.2,84.693,55.9,160.9,3171.64108527778,113.8,23.3674788532076
"Magic Hillsboro , 1455 N High St , Hillsboro , OH , 45133",39.227106,-83.610754,1116.26,134.7,40.264,25.9,84,2989.17285555556,143.7,19.0431092896175
"Maricamp , 125 Bahia Ave Ct , Ocala , FL , 34472",29.113887,-82.021699,1229.95,145.9,0,0,1.3,3416.20160416667,169.7,15.8201232128153
"Marshalltown , 2401 S Center St , Marshalltown , IA , 50158",42.0174381,-92.9132424,946.76,104.1,64.617,35.8,118.6,3108.40711972222,131.6,22.4634983905981
"Maumelle - Audubon Dr , 117 Audubon Dr , Maumelle , AR , 72113",34.8516173,-92.4055153,1307.92,121.3,7.168,5,29,3194.19154694444,126.2,15.4656209297103
"Moby's Car Wash , 421 E Martintown Rd , North Augusta , SC , 29841",33.4957275,-81.95777,1149.36,117.2,0.49,0.8,15.7,3299.69846222222,143.7,16.5832206752002
"Mojo Xpress Hopkins Center , 141 Hopkins Corner Dr , Waynesboro , GA , 30830",33.1062462,-82.0253351,1150.62,114.5,0.329,0.4,12.8,3324.45711138889,149.8,17.1878308256606
"Mojo Xpress Wash , 332 South Green St , Swainsboro , GA , 30401",32.5899945,-82.3302568,1145.37,118.5,0.308,0.4,11.3,3331.81143638889,152.6,16.5884940489558
"Monster Car wash AZ , 6640 N Viewpoint Dr , Prescott Valley , AZ , 86315",34.6376297,-112.3364188,328.13,54.5,32.655,16.3,64.4,3849.92595555556,128.3,18.7768047758066
"Monster Wash , 7020 U.S.Highway 181 N , Floresville , TX , 78114",29.2311555,-98.245306,973.52,109.8,1.113,0.8,3.7,3250.01529166667,140.3,20.253397260274
"Morrilton - E Harding St , 1803 E Harding St , Morrilton , AR , 72110",35.1704143,-92.719885,1308.44,117,8.274,5.4,33.5,3183.88754638889,122.8,14.2840577887566
"Mountain Edge , 200 E Commonwealth Dr , Wytheville , VA , 24382",36.9600105,-81.0960388,1030.17,128.3,39.641,20.8,83.8,3128.61379583333,160.5,16.0414180702148
"Mountain Express #1 , 226 Old Chimney Rock Rd , Hendersonville , NC , 28792",35.3457861,-82.4322737,1370.16,135.4,23.793,8.2,55.4,3245.93791055556,172.8,16.3617572423086
"Mountain Express #2 , 821 Shepherd St , Hendersonville , NC , 28792",35.2989673,-82.4359153,1370.16,135.4,23.793,8.2,55.1,3245.93791055556,172.8,16.3617572423086
"Mr Clean Blairsville , 262 GA-515 , Blairsville , GA , 30512",34.8794923,-83.9556608,1391.28,144.5,15.638,11.2,44.7,3196.67904,173.5,15.1967365820795
"Mr Clean Canton , 220 Riverstone Pkwy , Canton , GA , 30114",34.2440227,-84.488294,1555.19,138.8,6.153,3,26.7,3145.53066972222,152.3,14.7660942435811
"Mr Clean Dahlonega , 45 Morrison Moore Pkwy W , Dahlonega , GA , 30533",34.5257347,-83.9789743,1635.66,136.2,9.058,3.7,32.1,3123.66896916667,163.7,14.4111097387529
"Mr Clean DeBary , 215 N Charles Richard Beall Blvd , DeBary , FL , 32713",28.8994251,-81.3049194,1536.64,166.6,0,0,0.4,3415.86892222222,178.3,15.3313848341942
"Mr Clean Leesburg , 1396 W N Blvd , Leesburg , FL , 34748",28.8277769,-81.8866092,1272.7,150.5,0,0,0.4,3413.90274083333,171.2,17.4723099034359
"Mr Clean Loganville , 4840 Atlanta Hwy , Loganville , GA , 30052",33.8331639,-83.8811731,1464.03,134.7,2.261,1.9,25.6,3172.95165111111,152.6,15.6582125907628
"Mr Clean Orange Park , 890 Blanding Blvd , Orange Park , FL , 32065",30.1418889,-81.7681268,1229.4,148.2,0,0,2.1,3416.10103083333,172.4,16.9967091848192
"Mr Clean Oxford , 11822 US-301 , Oxford , FL , 34484",28.9285765,-82.0378868,1285.81,151.1,0,0,1.4,3435.07193027778,172,16.607707088854
"Mr Clean Sharpsburg , 18 Bailey Station Dr , Sharpsburg , GA , 30277",33.4081197,-84.6736447,1455.3,136.4,2.415,1.6,26,3173.03304361111,156.6,16.1414059435587
"Mr D Car Wash , 525 E Sumner St , Hartford , WI , 53027",43.3168236,-88.3718484,916.11,116.2,92.533,50.6,128.2,2955.07071555556,129.2,19.2280994086384
"Mr. B's Car Wash - Sumiton , 878 Hwy 78 , Sumiton , AL , 35148",33.7450899,-87.0469626,1437.92,129.5,2.758,2.4,27.9,3215.74942722222,147.7,14.0474099109215
"My Wash , 3804 S Western , Marion , IN , 46953",40.523313,-85.6753078,1064.85,128.3,52.402,34.2,96.1,2961.48245972222,139.1,21.3269773935175
"NCGOL_N.Berkeley , 508 N Berkeley Blvd , Goldsboro , NC , 27534",35.3745497,-77.9443943,1302.23,126.4,7.091,3.6,27.5,3200.18847805556,146.1,17.0300119020885
"NCHOL_GrandHill , 301 Grand Hill Pl , Holly Springs , NC , 27540",35.6656692,-78.8438361,1283.49,127.8,11.669,4.6,29.2,3199.48636916667,144.4,15.4567087356838
"New Shackle Island , 271 New Shackle Island Rd , Hendersonville , TN , 37075",36.3184762,-86.6253516,1756.51,146.9,14.287,9.4,42.5,3046.98979111111,134.6,14.4196285650124
"North Deland , 104 E International Speedway Blvd , DeLand , FL , 32724",29.0539905,-81.3026516,1442.43,165.7,0,0,0.4,3421.08123666667,178.6,15.9423250991841
"North Port CW , 14164 Tamiami Trail , North Port , FL , 34287",27.043727,-82.2395995,1414.8,156.2,0,0,0.1,3609.09139194444,161.2,17.0148275320009
"OCTOPUS CAR WASH , 1050 W Beta St , Green Valley , AZ , 85614",31.9024319,-110.9867705,267.54,42.7,2.345,1.3,5.1,3872.74410805556,140.9,20.9897111310727
"Ocala -Silver Springs , 4956 E Silver Springs Blvd , Ocala , FL , 34470",29.2100496,-82.0658882,1248.36,146.8,0,0,1.3,3430.82504277778,171.9,15.2014397784265
"Ocean Express , 9640 Federal Blvd , Federal Heights , CO , 80260",39.8715564,-105.0241903,469.1,78.9,121.576,48,153.1,3571.34192805556,124.1,18.4316247473613
"Ogeechee , 5909 Ogeechee Rd , Savannah , GA , 31419",31.997541,-81.2525169,1358,139.7,0.406,0.1,6,3369.88268638889,167,16.352365820795
"Ollie Wash Henderson , 2700 US Hwy. 41 N , Henderson , KY , 42420",37.8755239,-87.5672191,1197.42,119.1,21.189,13.8,58.7,3137.26332666667,123.9,17.2532406617262
"Ollie Wash Owensboro , 3850 Frederica St , Owensboro , KY , 42301",37.7343692,-87.1206966,1229.11,121.8,20.377,13.7,58.5,3133.63870861111,131.2,16.7317186166629
"Orange City , 1310 S Volusia Ave , Orange City , FL , 32763",28.9337218,-81.2984532,1536.64,166.6,0,0,0.4,3415.86892222222,178.3,15.3313848341942
"Ottumwa , 1941 Venture Dr , Ottumwa , IA , 52501",41.01523,-92.456148,956.66,105.4,55.993,29.1,102,3102.36519305556,118.4,21.3276152406617
"Oxford , 1826 US-78 , Oxford , AL , 36203",33.5957609,-85.8750204,1344.95,130.7,3.003,1.9,24.8,3243.031635,150.7,15.0046329815106
"PASTIME AUTO WASH , 2610 OLIVE HIGHWAY , OROVILLE , CA , 95966",39.5053791,-121.5444403,773.4,64,1.113,0.9,6.4,3622.93912833333,117.9,15.5432064525788
"Palatka , 812 FL-19 , Palatka , FL , 32177",29.6401112,-81.6772984,1264.73,150.5,0,0,0.7,3406.79601277778,179.1,14.5310410210345
"Palm Coast , 6030 Old Kings Rd S , Palm Coast , FL , 32137",29.4772142,-81.1809069,1297.59,154.8,0,0,0.3,3499.192875,189.4,18.4497625570776
"Papa Bear Anderson 2 , 1500 Pearman Dairy Rd , Anderson , SC , 29625",34.53198,-82.6963294,1273.48,118.7,5.838,2.9,24.7,3260.05416722222,141.6,15.1833479302343
"Papa Bear Easley , 5260 Calhoun Memorial Hwy , Easley , SC , 29640",34.8261114,-82.5618856,1312.64,123,9.093,3,37.9,3250.19300888889,143.3,15.136974698705
"Paradise 2 , 4350 Austell Rd , Austell , GA , 30106",33.8474699,-84.6095148,1541.66,138.9,3.99,2.6,30.4,3141.08622972222,160.2,16.3852211243357
"Pat's NU Star - Winter Haven , 619 Cypress Gardens Blvd , Winter Haven , FL , 33880",28.0044428,-81.7177581,1403.88,160.6,0,0,0.3,3428.73916916667,170.8,17.3638279811363
"Peachy Clean , 1301 US-31 , Clanton , AL , 35045",32.8194376,-86.6104121,1406.92,129.2,1.547,0.9,18.2,3261.33521888889,155.5,14.8956906954113
"Pelican Car Wash , 13020 US-1 , Sebastian , FL , 32958",27.8321463,-80.4806875,1331.88,170.4,0,0,0,3570.89818277778,182.1,19.1069170596602
"Peppy's Car Wash , 101 W University Pkwy , Jackson , TN , 38305",35.6963252,-88.8329326,1394.65,128.9,10.514,6,38.4,3169.07565666667,132,15.7845677071637
"Peppy's Car Wash Union City , 1315 Old Troy Rd , Union City , TN , 38261",36.4164336,-89.0730822,1328.41,123.3,15.141,7.8,41.6,3210.4586275,125.8,16.2671535294558
"Phenix City , 3709 US-431 , Phenix City , AL , 36867",32.497545,-85.0446581,1301.27,122.7,0.553,0.4,14.1,3261.48813944444,150.4,15.0103365521371
"Pirates Cove Goldsboro , 110 Mollie Drive , Goldsboro , NC , 27534",35.339245,-77.919017,1295.13,125.4,6.888,3.5,26.8,3215.8284525,146.2,17.2897234074407
"Plaistow Road Haverhill , 73 Plaistow Rd , Haverhill , MA , 1830",42.813419,-71.1021821,1186.1,120.2,119.749,36,111.1,2905.56395277778,119.4,17.2034887341867
"Plantation Island , 1430 Plantation Island Dr S , St. Augustine , FL , 32080",29.8652652,-81.2982865,1307.48,153.9,0,0,0.4,3474.37539833333,188.3,17.9061048731192
"Platinum Auto Spa , 2303 6th Ave SE , Aberdeen , SD , 57401",45.4599517,-98.4546109,578.11,76.6,79.8,45,152.3,3213.31348444444,115.6,22.7317037203384
"Polished Peach Car Wash , 1490 Towne Lake Pkwy , Woodstock , GA , 30189",34.1057206,-84.5433192,1511.95,138.9,5.446,3,27.9,3152.01641972222,153.4,15.6433135713751
"Pooler , 420 Pooler Pkwy , Pooler , GA , 31322",32.1370935,-81.2545339,1297.49,136.6,0.567,0.1,7.2,3358.91400111111,163.9,15.1186938393592
"Precision Xpress CarWash , 2106 S Main St , Lindale , TX , 75771",32.4883669,-95.3982816,1307.63,115.9,3.759,1.8,14.2,3199.96818222222,136.7,17.2607079122689
"Prestige Car Wash , 10004 Brownsboro Rd , Louisville , KY , 40241",38.3143963,-85.5627054,1287.87,130.5,24.78,17,67.4,3060.29987666667,136.9,15.8835331985927
"Pueblo , 2323 W Pueblo Blvd , Pueblo , CO , 81004",38.219339,-104.638418,374.78,56.6,69.125,32.5,111.4,3723.86183583333,111.8,22.3900923721836
"Pure Car Wash , 330 Anna Dr , McComb , MS , 39648",31.242485,-90.4795296,1583.46,142.8,1.106,0.7,12.7,3207.78886194444,158.3,14.4494998128602
"Quick Jet Car Wash , 1217 Dolly Parton Pkwy , Sevierville , TN , 37862",35.8632117,-83.5282174,1229.03,132.9,18.977,10.3,45.7,3189.46228555556,149.8,13.1239703570627
"RACCOON EXPRESS CW , 495 Lafayette Rd , Seabrook , NH , 3874",42.889469,-70.872266,1175.6,121.5,114.716,35.2,103.9,2993.47736444444,121.1,19.600864286249
"RAINDANCER OF GLENVILLE , 172 Freemans Bridge Rd , Schenectady , NY , 12302",42.8466008,-73.9416205,1179.27,132.7,120.071,48.8,117.9,2887.22448055556,128.7,16.5489519425107
"RED ROCKET CAR WASH #1 , 47 Golfview Dr NE , Arab , AL , 35016",34.3438549,-86.5015317,1432.24,137.4,5.047,4.2,32.1,3186.70758694444,151.4,14.9254730144472
"RED ROCKET CAR WASH #2 , 2110 Redstone Rd SW , Huntsville , AL , 35803",34.6176307,-86.5687864,1430.96,134.4,5.404,3.7,33.6,3203.24013305556,140.1,14.4292232951568
"RIVERHEAD TOYOTA CAR WASH , 1655 County Rd 58 , Riverhead , NY , 11901",40.9240907,-72.6984365,1247.26,126.8,63.294,22.7,63.7,3080.44640583333,132,21.8962225465978
"ROCK & ROLL CW , 8320 W Judge Perez Dr , Chalmette , LA , 70043",29.9531318,-89.9797697,1750.88,160.5,0.721,0.3,2,3275.78746972222,160.5,19.3021577962422
"Radiant Apollo Beach , 6576 US Hwy 41 , Apollo Beach , FL , 33572",27.7731377,-82.3902847,1438.07,159.7,0,0,0.3,3470.1749,162,17.0388856950371
"Radiant Auburndale , 2049 US-92 , Auburndale , FL , 33823",28.0573484,-81.8121995,1429.18,161.1,0,0,0.3,3462.08135694444,171.1,17.2980939441575
"Radiant Land O' Lakes , 4230 Land O' Lakes Blvd , Land O' Lakes , FL , 34639",28.2424856,-82.4427769,1521.68,159.8,0,0,0.6,3450.336035,172.6,15.7787312673104
"Radiant Poinciana , 925 Cypress Pkwy , Kissimmee , FL , 34759",28.1481414,-81.4462145,1488.08,165.6,0,0,0.2,3463.56052694444,169.5,15.9341598922075
"Radiant Spring Hill , 7104 Mariner Blvd , Spring Hill , FL , 34609",28.5308742,-82.5110397,1446.23,156,0,0,0.8,3454.98127972222,174.9,16.1287640541957
"Radiant Zephyrhills , 7575 Gall Blvd , Zephyrhills , FL , 33541",28.2677868,-82.1889848,1511.04,165.5,0,0,0.8,3442.67678694444,173.6,16.1042529380942
"Rio Rancho North , 507 NM-528 NE , Rio Rancho , NM , 87144",35.2668562,-106.6276302,245.81,45.8,31.717,19.2,82.5,3823.01045722222,114,22.4115508645857
"Riptide Dallas , 1001 Dallas Cherryville Hwy , Dallas , NC , 28034",35.3153389,-81.189865,1231.33,123,10.521,4.1,37,3222.02961222222,142.1,14.3778513361779
"Riptide Durham , 3639 Durham-Chapel Hill Blvd , Durham , NC , 27707",35.97045,-78.9507861,1233.53,120.5,13.685,5.4,34.7,3176.35810222222,138.1,15.6145638146568
"Riptide Gastonia , 3711 E Franklin Blvd , Gastonia , NC , 28056",35.2572225,-81.1140765,1183.21,121.9,10.129,3.9,35.6,3216.28050416667,136.9,14.6090695411333
"Riptide Neuse , 13150 Falls of Neuse Rd , Raleigh , NC , 27614",35.9412871,-78.5612498,1295.29,122.2,13.083,5.2,27.9,3167.49065916667,140.2,15.264769967812
"Riptide Spring Lake , 1101 N Bragg Blvd , Spring Lake , NC , 28390",35.1804403,-78.9818916,1308.59,126,6.132,4,29.6,3222.40398916667,144.7,16.9870050153455
"Riverside Ionia , 1370 S State Rd , Ionia , MI , 48846",42.9685416,-85.0698982,946.23,124.2,85.036,52.9,115.3,2839.53000944444,131,18.5892692566809
"Riverside Lowell , 1941 W Main St , Lowell , MI , 49331",42.931854,-85.3592788,986.71,128.8,90.314,55.6,112.6,2823.36386416667,131.4,18.1338307508047
"Road Runner Express #2 , 101 Market Center Way , Daleville , VA , 24083",37.4169786,-79.9111846,1114.22,119.3,34.496,12.8,75.2,3157.12780694444,146.4,14.1182182798114
"Road Runner Express , 7816 Timberlake Rd , Lynchburg , VA , 24502",37.351769,-79.2267214,1078.09,110.9,26.25,9.7,64.9,3199.21831527778,135.4,14.8081455947301
"Roadrunner Express Mukwonago , 811 S Rochester St , Mukwonago , WI , 53149",42.8556672,-88.3274265,996.72,117.1,84.105,43.3,116.9,2947.02140444444,129.1,18.9137748334456
"Roadrunner Express New Berlin , 5275 S Moorland Rd , New Berlin , WI , 53151",42.9485381,-88.1097854,1002.7,118.5,87.381,44.5,117.8,2999.78121,127.2,20.0182628939292
