full_site_address,Latitude,Longitude,display_name,actual_latitude,actual_longitude,nearby_businesses_count,business_names
"Foothills Car Wash , 5010 E Ray Rd , Phoenix , AZ , 85044",33.3203882,-111.9759685,Foothills Car Wash,33.3203882,-111.9759685,0,
"Ford CarWash , 25535 Ford Rd , Dearborn Heights , MI , 48127",42.326516,-83.28874,Ford Carwash,42.326516,-83.28873999999999,2,"Ford Rd + Evangeline, Obagi Professional Skincare Products"
"Forest City , 157 Plaza Dr , Forest City , NC , 28043",35.3341532,-81.8970099,Mach-1 Express Wash Forest City,35.3342781,-81.8970947,0,
"Fort Lauderdale , 1075 W Sunrise Blvd , Fort Lauderdale , FL , 33311",26.136944,-80.157242,LUV Car Wash,26.136747099999997,-80.1571156,3,"Superior Street Power Sports, Prestigious Euro Cars, Chevron"
"Fort Smith - Highway 71 , 12114 US-71 , Fort Smith , AR , 72916",35.2690562,-94.3700276,Splash Car Wash,35.269030799999996,-94.3699908,2,"Pharmacy Specialties Group ( PSG Pharmacy ), Boondocks"
"Fort Smith - Massard Rd , 5800 Massard Rd , Fort Smith , AR , 72903",35.3260818,-94.3415391,Splash Car Wash,35.3257486,-94.3419279,1,U Dirty Dog Pet Wash
"Frankieu0027s Car Wash Gilbert , 615 W Ray Rd , Gilbert , AZ , 85233",33.3198049,-111.8032966,Frankie's Car Wash,33.320194799999996,-111.80326369999999,2,"Competitive Auto Repair, P1 PPF Protection and Tint"
"Fresh Wash - Braselton , Exchange Way , Braselton , GA , 30517",34.1223755,-83.7642661,PC Fresh Wash,34.1223755,-83.7642661,2,"Four Seasons Auto Wash Express, Chase Staffing"
"Fresh Wash - Gainesville , 1051 E E Butler Pkwy , Gainesville , GA , 30501",34.2872083,-83.8098315,PC Fresh Wash,34.287208299999996,-83.8098315,0,
"Ft Lauderdale , 1080 NW 31st Ave , Fort Lauderdale , FL , 33311",26.1375665,-80.186333,M Car Wash,26.1375553,-80.18635139999999,2,"Nappy Curls Braiding Studio, Northwest 31st Av & Sunrise Boulevard"
"Ft Walton -Beal , 794 Beal Pkwy NW , Fort Walton Beach , FL , 32547",30.446616,-86.63932,Caliber Car Wash,30.4466859,-86.63949269999999,3,"Aaron's Rent To Own, H&R Block, Firehouse Subs"
"Ft. Lupton , 120 Copper Pl. , Fort Lupton , CO , 80621",40.08071,-104.801353,Champion Xpress Carwash,40.080709999999996,-104.80135299999999,0,
"Fullerton Car Wash , 800 N Harbor Blvd , Fullerton , CA , 92832",33.8776855,-117.924175,Fullerton Car Wash,33.8776855,-117.92417499999999,9,"Harbor-Union, Brothers Smog Shop, Harbor-Union, Havoline Xpress Lube, Harbor-Union, Image One Camera & Video Fullerton, Korea-Seongnam City Business Center (K-SBC), Face-Off Media, Three's Co Services Inc"
"Fusion Express CarWash , 760 Benetook Ave , Mildura , VIC , 3500",-34.2202301,142.1504211,Fusion Express Car Wash,-34.2202301,142.1504211,2,"Subway, Sweet Avenue Dessert Bar"
"GAWOO_Eagle , 2907 Eagle Dr , Woodstock , GA , 30189",34.113012,-84.5571699,Zips Car Wash,34.1130157,-84.556991,1,Diligent Detailing
"Galesburg , 334 E Carl Sandburg Dr , Galesburg , IL , 61401",40.9761518,-90.3654388,Champion Xpress Carwash,40.9761562,-90.3654212,0,
"Gallo Car Wash , 3020 NW 13th St , Gainesville , FL , 32609",29.680709,-82.339722,Gallo Car Wash 13th Street,29.680709000000004,-82.339722,9,"US Department-Agriculture/Office, Weinkle & Associates Financial Services Ltd, Bathroom Remodel Gainesville, Queen Esthetics, Blessed Hands Beauty Salon, LLC, Gainesville Massage, Lochrane Engineering - An NV5 Company, US Inspector General, Magnolia Apt's"
"Gallup 49 , 1060 US-491 , Gallup , NM , 87301",35.5382265,-108.7581009,Champion Xpress Carwash,35.5382314,-108.7581575,4,"Car Wash, BUDDY'S HOME FURNISHINGS, Sun Country Inc, Fleetwood Homes"
"Gallup 66 , 1300 E Historic Hwy 66 , Gallup , NM , 87301",35.529778,-108.7220066,Champion Xpress Carwash,35.5295108,-108.7227721,2,"Shaggy Dog Grooming, Leyba's Auto Clinic"
"Gardendale , 420 Fieldstown Rd , Gardendale , AL , 35071",33.6522172,-86.8173304,Mach-1 Express Wash Gardendale,33.652252,-86.81738469999999,9,"Taco Mama - Gardendale, Birmingham Gastroenterology Associates, Gardendale Office, Mrs. Ashley Cavender, Village Dermatology - Gardendale, Ruben & Sons Chimney Service, OrthoSports Associates, Kyle Packer, Judith Cooley, CRNP, Robin Conley, DO"
"Georgetown , 20945 N Dupont Blvd , Georgetown , DE , 19947",38.6892922,-75.3972612,Mach-1 Express Wash Georgetown,38.68936780000001,-75.3974607,1,AutoZone Auto Parts
"Glacier Express 24th St , 90 24th St W , Billings , MT , 59102",45.771781,-108.5766853,Glacier Express Car Wash,45.771781,-108.5766853,9,"IFT, rockshell, Iron Horse Industries, LLC, Sum Bookkeeper, COREY DELMAR SMITH SR LLC, Aamstar, R&D Mobile Truck Repair Inc, Onenessify, Sumer Innovations"
"Glacier Express King Ave , 1832 King Ave W , Billings , MT , 59102",45.7546524,-108.5632064,Glacier Express Car Wash,45.7546524,-108.5632064,0,
"Gloss Car Wash , 5712 Lawrenceville Hwy , Lilburn , GA , 30047",33.8790359,-84.1665191,Gloss Car Wash,33.8790359,-84.1665191,0,
"Go Clean Car Wash , 2315 Capital Cir NE , Tallahassee , FL , 32308",30.4830149,-84.2361662,Go Clean Car Wash,30.483014899999997,-84.2361662,6,"MANPOWER, Subway, Waxing By Bre, DaVita East Tallahassee Home Training, Hair Apparent, Marathon Gas"
"Go Clean Car Wash Eufaula , 1 Veteran Blvd , Eufaula , AL , 36027",31.842735,-85.1676913,Go Clean Car Wash,31.842734999999998,-85.1676913,1,Holley Home Furnishings
"Go Clean Mobile City , 6658 Mobile Hwy , Pensacola , FL , 32526",30.4763011,-87.3079223,Go Clean Car Wash,30.476301099999997,-87.3079223,0,
"Go Clean Monroe , 3218 N Monroe St , Tallahassee , FL , 32303",30.4864428,-84.3167069,ERROR,ERROR,ERROR,ERROR,ERROR
"Go Clean Pensacola , 8897 Pensacola Blvd , Pensacola , FL , 32534",30.5263517,-87.2756117,Go Clean Car Wash,30.5263517,-87.2756117,2,"3 Min Car Wash, AutoZone Auto Parts"
"Go Green N Clean , 196 Onix Dr , Kennett Square , PA , 19348",39.8606806,-75.6876881,Go Green 'N' Clean Car Wash,39.860680599999995,-75.6876881,2,"Bank of America ATM (Drive-thru), Bank of America (with Drive-thru ATM)"
"Googie Anaheim , 1250 N Euclid St , Anaheim , CA , 92801",33.8514924,-117.9412685,The Wave Euclid,33.8513242,-117.9412347,9,"Depot Insurance Services, Cyrus Khalili DC, JB TAILOR AND ALTERATIONS, Food Mart, Schroeder Management, MY Dental Center, Athena Bitcoin ATM, 76, Vigo"
"Googie Whittier , 8016 Santa Fe Springs Rd. , Whittier , CA , 90602",33.967361,-118.041911,Googie Car Wash,33.967361,-118.04191100000001,2,"Cierra, Cierra Apartments 8115"
"Grand Prix CW , 3080 San Pablo Dam Rd , San Pablo , CA , 94803",37.9596895,-122.3290075,Grand Prix Car Wash,37.9597443,-122.32897039999999,0,
"Grand Prix Express , 4069 San Pablo Dam Rd , El Sobrante , CA , 94803",37.9659114,-122.3110667,Speedway,37.9659106,-122.31107970000001,8,"Grand Prix Express Car Wash, Gaby Cleaning Service, G & L Haircuts, Grupo Aa, El Sobrante Wheel & Brake, Quick Gas Mart, Low Cost Scooter Dealer, Prowheels Motorsports"
"Granite Falls , Riverbend Club Point , Granite Falls , NC , 28630",35.7892015,-81.3806659,ERROR,ERROR,ERROR,ERROR,ERROR
"Grease Monkey 1116 , 5505 Bob Bullock Loop , Laredo , TX , 78041",27.548423,-99.450622,ERROR,ERROR,ERROR,ERROR,ERROR
"Great North Auto Wash , 2701 N Lincoln Rd , Escanaba , MI , 49829",45.780323,-87.0842742,Great North Auto Wash,45.780322999999996,-87.08427420000001,3,"Prins Wealth Management, Edward Jones - Financial Advisor: Robert J Prins, CEPA®|AAMS®, Studio 2711"
"Green Ocean Car Wash , 187 Teaticket Hwy , Falmouth , MA , 2536",41.565421,-70.5953527,Green Ocean Car Wash,41.565421,-70.59535269999999,0,
"Greenbrier - S Broadview St , 98 S Broadview St , Greenbrier , AR , 72058",35.2228379,-92.3876296,Splash Car Wash,35.2228078,-92.38773959999999,0,
"Greenway Auto Wash , 3900 Owen Rd , Fenton , MI , 48430",42.7903703,-83.7454544,Greenway Auto Wash,42.7903703,-83.7454544,0,
"Grime Scene , 513 TX-114 , Levelland , TX , 79336",33.5944716,-102.3586622,Grime Scene Car Wash Levelland,33.5944716,-102.3586622,0,
"Gwatzilla Car Wash , 1701 T P White Dr , Jacksonville , AR , 72076",34.8820519,-92.1105156,Gwatzilla Wash-N-Lube,34.8820519,-92.1105156,0,
"H2GLO CAR WASH , 1905 Electric Rd , Cave Spring , VA , 24018",37.2475657,-80.0346677,H2Glo carwash,37.247565699999996,-80.0346677,4,"Kimberly P. Jones, LPTA, Spine & Orthopedic Rehab: Richard Sidor, Spine & Orthopedic Rehab, Ivybrook Academy"
"H2O AUTO SPA , 2545 HYLAN BLVD , STATEN ISLAND , NY , 10306",40.5696384,-74.1110283,H2O Auto Spa,40.569638399999995,-74.11102830000002,3,"Black Tie Auto Leasing, Nine Star Auto, South Shore Auto Leasing"
"HAMPTON AUTO WASH , 296 W Montauk Hwy , Hampton Bays , NY , 11946",40.866093,-72.5539726,Hampton AutoWash,40.866093,-72.5539726,0,
"HIPPO CAR WASH , 510 W Bosanko Ave , Coeur du0027Alene , ID , 83815",47.7115053,-116.7922251,Hippo Car Wash,47.7112153,-116.7931344,2,"Happy car wash, Boston's Brew"
"HONDA WORLD , 1 Swope Autocenter Dr , Louisville , KY , 40299",38.216911,-85.581658,ERROR,ERROR,ERROR,ERROR,ERROR
"Hall of Fame Carwash , Gateway Blvd , Leland , NC , 28451",34.213539,-78.0197913,Hall of Fame Car Wash,34.213539,-78.0197913,3,"Edward B Denkin, DMD, Christopher Colella, DDS, Dental Care at Leland Town Center"
"Hampstead , 38 Dan Owen Dr , Hampstead , NC , 28443",34.3656598,-77.7116709,Caliber Car Wash,34.3656375,-77.7116896,0,
"Happy Car Wash , 3690 Murphy Canyon Rd , San Diego , CA , 92123",32.8082216,-117.1164101,Happy Car Wash,32.808221599999996,-117.1164101,5,"Stonecrest Auto Repair & Tires, El Costeño Mexican Food, Star Station Smog Check (Murphy Canyon), Wilsie Robert, Chevron ExtraMileSan Diego"
"Happy Car Wash Albany , 527 NW North Albany Rd , Albany , OR , 97321",44.6428313,-123.1126361,Happy's Drive Thru Car Wash,44.642831300000005,-123.11263609999999,7,"Benji Caulum, DO, Family Medicine - The Corvallis Clinic at North Albany, Oilstop Drive Thru Oil Change, Will Davis, DO, Family Medicine - The Corvallis Clinic at North Albany, Rebecca Pengilly, MD, Family Medicine - The Corvallis Clinic at North Albany, Jeffrey Robinson, MD, Family Medicine - The Corvallis Clinic at North Albany, Michael Herman, PsyD, Integrated Behavioral Health - The Corvallis Clinic at North Albany, Jalien Dorris, DO, Family Medicine - The Corvallis Clinic at North Albany"
"Harper , 381 Harper Ln , Saint Johns , FL , 32259",30.1035468,-81.5409773,LUV Car Wash,30.103520999999997,-81.54098789999999,1,Starbucks
"Haverhill Street Lawrence , 469 Haverhill St , Lawrence , MA , 1841",42.7068855,-71.1756743,Haffner's Car Wash,42.706809,-71.1757397,9,"Haffner's Gas Station, La Economia Meat Market, Shipping Service, S&B Multi Services And Wireless, D' Rosa Salón, Union, SS barber shop, Ria Money Transfer - Union Supermarket II, El Tesoro Supermarket"
"Hercules/Elite Care Auto , 1401 Lexington Ave , Mansfield , OH , 44907",40.72053,-82.5435665,Hercules Express Wash,40.72053,-82.5435665,8,"ELITE CARE AUTO CENTER, BEAUTIFUL FOODS, UPS Access Point location, WILGINGS FINE MEATS, CVS Photo, CVS, Passport photos by PhotoAiD, CDReload by Crypto Dispensers - CVS Pharmacy"
"Hernando , 2660 McIngvale Rd , Hernando , MS , 38632",34.8209976,-89.9712562,Century Express Carwash,34.8207136,-89.9716014,0,
"Heroes Car Wash Asheville , 2000 Hendersonville Rd , Asheville , NC , 28803",35.4858828,-82.5247986,Heroes Car Wash,35.4858828,-82.5247986,1,Skyland Cleaners*
"Heroes Car Wash Taylors 2900 , 2900 Wade Hampton Blvd , Taylors , SC , 29687",34.9035057,-82.3325737,Hurricane Express Wash,34.903530499999995,-82.3325358,3,"Vigo, Na'Guara Flavors, Paras Point Vape Shop Gas Brews & Bites"
"Heroes Cary , 1370 NW Maynard Rd , Cary , NC , 27513",35.7870715,-78.8092484,Heroes Car wash,35.787113399999996,-78.8092753,1,Amazon Locker - Areeb
"Heroes Express 6050 , 6050 Wade Hampton Blvd , Taylors , SC , 29687",34.9354072,-82.2761998,Car Wash Heroes,34.935462,-82.2762695,1,Hurricane Express Wash
"Heroes Express Pleasantburg , 3107 N Pleasantburg Dr , Greenville , SC , 29609",34.8869993,-82.3956837,Hurricane Express Wash,34.8869867,-82.39566599999999,0,
"Heroes Express Salisbury , 1420 E Innes St , Salisbury , NC , 28146",35.6543588,-80.4565091,Heroes Car Wash,35.654358699999996,-80.45650909999999,0,
"Heroes Express Woodruff , 1405 Woodruff Rd , Greenville , SC , 29607",34.8218855,-82.2836758,Hurricane Express Wash,34.821906999999996,-82.2837031,5,"T-Mobile, Adecco Staffing, Upstate Studio by Century Complete, National Real Estate Services, Greenville Mattress Company"
"Hitech CP , 1675 Ave Victor M Labiosa , San Juan , FL , 926",18.4153108,-66.0593509,ERROR,ERROR,ERROR,ERROR,ERROR
"Homestead , 33513 S Dixie Hwy , Homestead , FL , 33034",25.45618,-80.4744618,LUV Car Wash,25.4562051,-80.4747999,0,
"Horn Lake , 1690 Goodman Rd , Horn Lake , MS , 38637",34.963144,-90.0194491,Century Express Carwash - Horn Lake,34.9630991,-90.01968819999999,0,
"Howell 2 , 4550 E Grand River Ave , Howell , MI , 48843",42.5818921,-83.8629198,Drip Car Wash,42.5823284,-83.8630898,1,Big Rays Quick Lube
"Huntsville , 1020 Pear Drive , Huntsville , TX , 77320",30.7189698,-95.5677495,Clean Car Wash,30.718950800000002,-95.56773749999999,0,
"Huntsville , 1624 Old Monrovia Rd NW , Huntsville , AL , 35806",34.7575337,-86.6793608,Mach-1 Express Wash of Huntsville,34.7574913,-86.6793781,0,
"Huzzyu0027s Car Wash , 24005 Telegraph Rd , Flat Rock , MI , 48134",42.1298537,-83.2710371,Huzzy's Car Wash,42.1298621,-83.27110259999999,0,
"I-91 Express Wash , 168 Bridge St , East Windsor , CT , 6088",41.9312928,-72.606885,Optimo Car Wash,41.931286899999996,-72.6068701,3,"Brothers Car Wash LLC, Dunkin', Food Mart"
"IKO Car Wash , 4450 S Pine Island Rd , Davie , FL , 33328",26.0657739,-80.2595962,Iko Car Wash,26.0657739,-80.25959619999999,3,"US Post Office, Chevron Davie, Zinncredible Pizza"
"Imperial Car Wash , 8795 Little Rd , New Port Richey , FL , 34654",28.2847944,-82.6765486,Imperial Car Wash,28.2847944,-82.67654859999999,0,
"In and Out , 1430 N U.S. Hwy 41 , Ruskin , FL , 33570",27.7311395,-82.4344133,In & Out Express Carwash,27.7311247,-82.434417,1,Dollar Tree
"In-N-Out Car Wash , 12883 US-68 , Kenton , OH , 43326",40.6332275,-83.6155622,IN-N-OUT Car Wash,40.6332275,-83.61556220000001,0,
"Indian Harbour , 600 E Eau Gallie Blvd , Indian Harbour , FL , 32937",28.1389437,-80.5905792,Caliber Car Wash,28.1389437,-80.5905792,4,"ATM (Circle K), VALS VIP HAIR, iFixandRepair - Indian Harbour Beach, Gold Leaf Smoke Shop"
"Indianola , 1807 N Jefferson Way , Indianola , IA , 50125",41.379244,-93.559496,Champion Xpress Carwash,41.379244,-93.559496,0,
"International Auto Spa , 4975 Clark Rd , Sarasota , FL , 34233",27.2695201,-82.4685487,International Auto Spa of Sarasota,27.269520099999998,-82.4685487,0,
"International Golf , 100 Vlg Cmns Dr , St. Augustine , FL , 32092",29.9637967,-81.4884146,Gate Express Car Wash,29.9640199,-81.4884125,1,sport clips
"Intracoastal Car Wash , 2966 St Stephens Rd , Mobile , AL , 36612",30.7458019,-88.1110534,Intracoastal Car Wash,30.7458019,-88.11105340000002,0,
"Irvine , 4550 Barranca Pkwy , Irvine , CA , 92604",33.6783624,-117.8014834,Shell,33.6783667,-117.801488,6,"Woodbridge Service Station, Lp 2654027, 1stSlidingDoors Repair Irvine, Magic Brush Car Wash, Bitcoin Depot - Bitcoin ATM, Circle K, Бекер плесос"
"JC AUTO WASH , 701 S Dewey St , North Platte , NE , 69101",41.127653,-100.762632,J C's Autowash & Quick Lube,41.127652999999995,-100.762632,0,
"JJ Express Car Wash , 2185 US-70 , Thatcher , AZ , 85552",32.8380212,-109.7363483,J J Express Car Wash,32.8380212,-109.73634829999999,1,Sushi Queen uno
"JJu0027s Car Wash Dickinson , 404 FM 517 W , Dickinson , TX , 77539",29.4452705,-95.0838394,JJ’s Car Wash - Dickinson,29.445270500000003,-95.0838394,1,Starbucks
"JJu0027s Car Wash Friendswood , 2221 W Parkwood Ave , Friendswood , TX , 77546",29.4855535,-95.2153615,"JJ's Car Wash - Friendswood, TX",29.485937499999995,-95.2148473,0,
"JJu0027s Car Wash League City , 121 Maple Leaf Dr , League City , TX , 77573",29.4890155,-95.1606585,JJ's Car Wash,29.488964,-95.16053769999999,0,
"Jallo - Land O Lakes , 15474 State Rd 52 , Land Ou0027 Lakes , FL , 34638",28.330187,-82.5597081,Links Car Wash,28.329926999999998,-82.560508,0,
"Jallo - Tarpon Springs , 38652 US Hwy 19 N , Tarpon Springs , FL , 34689",28.0029467,-82.7294505,ERROR,ERROR,ERROR,ERROR,ERROR
"Jammin Car Wash , 21356 Walmart Way , Lutz , FL , 33548",28.1769847,-82.4647521,Jammin Car Wash,28.1769847,-82.4647521,0,
"Jet Express Carwash , 1501 S Main St , Blacksburg , VA , 24060",37.213749,-80.3998376,Jet Express,37.213749,-80.3998376,2,"Shared Goals Recruiting, ONE TOBACCO AND VAPE"
"Jet Express Franklin , 1121 Georgia Rd , Franklin , NC , 28734",35.158971,-83.392801,Jet Express Car Wash,35.1590019,-83.3920792,0,
"Jets Car Wash II , 9489 Sheridan St , Hollywood , FL , 33024",26.0309986,-80.2672069,Cooper City’s Finest Carwash,26.0309986,-80.26720689999999,3,"Super Arepa cooper city, Shell, VCA Rock Creek Animal Hospital"
"Jim Wood Washland , 1925 Silver City Hwy NW , Deming , NM , 88030",32.282669,-107.759936,Slash 77 Car Wash,32.282589699999996,-107.76049409999999,0,
"Jimmy Suds Car Wash , 935 S Kipling Pkwy , Lakewood , CO , 80226",39.69975,-105.1106933,Jimmy Suds Car Wash,39.69975,-105.1106933,8,"Ritetime Auto, U-Haul Neighborhood Dealer, Bitcoin Depot - Bitcoin ATM, ATM, Hunt brothers pizza, osei-fordwuo foundation, Conoco, African Grill and Bar - Lakewood Colorado"
"Joeu0027s Premium Car Wash , 1905 E Robertson Blvd , Chowchilla , CA , 93610",37.126561,-120.2444694,Joe's Premium Car Wash,37.126560999999995,-120.2444694,0,
"Johnu0027s Auto Spa Mishawaka , 2315 Grape Rd , Mishawaka , IN , 46545",41.680805,-86.1872678,John's Auto Spa,41.6807476,-86.1872437,3,"Grape & McKinley, Grape & McKinley, Grape & McKinley"
"Johnu0027s Auto Spa Nappanee , 2000 E. Market St , Nappanee , IN , 46550",41.4430698,-85.9784108,John's Auto Spa,41.4429551,-85.97837299999999,3,"Spa Dogs Self-Serve Pet Wash, KFC, Taco Bell"
"Jones , 5730 S Jones Blvd , Las Vegas , NV , 89118",36.0846355,-115.2246242,LUV Car Wash,36.084825099999996,-115.2246296,2,"Western Union, 7-Eleven"
"Juan Tabo , 1520 Juan Tabo Blvd NE , Albuquerque , NM , 87112",35.097171,-106.5149878,Champion Xpress Carwash,35.0971401,-106.5150068,4,"Shepherd's Staff Msn Fclttrs, Munchies grocery and smoke shop, InstaLoan, Juan Tabo @ Princess Jeanne"
"Jules Car Wash Brandon , 654 W Brandon Blvd , Brandon , FL , 33511",27.9381615,-82.2933112,Jules Car Wash - Brandon,27.9381615,-82.29331119999999,2,"Einstein Bros. Bagels, Cindy Miller-Ray - State Farm Insurance Agent"
"Jules Car Wash Fish Hawk , 16529 Fishhawk Blvd , Lithia , FL , 33547",27.855934,-82.2038929,Jules Car Wash - Fishhawk,27.855933999999998,-82.2038929,0,
"Jules Car Wash Riverview , 10060 US-301 , Riverview , FL , 33569",27.8538664,-82.3261299,Jules Car Wash - Riverview,27.853866399999998,-82.3261299,2,"Hungry Howie's Pizza & Subs, Southern Rae's Boutique"
"Jungerman , 4001 Old Hwy 94 S , St. Peters , MO , 63304",38.7431915,-90.5924381,Scrubbles Car Wash,38.7436225,-90.5932232,0,
"Jupiter Galaxy Car Wash , 6751 W Indiantown Rd , Jupiter , FL , 33458",26.935105,-80.1371285,Jupiter Galaxy Car Wash,26.935105,-80.1371285,2,"ATM, Shell"
"KUHNSVILLE CAR WASH , 5627 Tilghman St , Allentown , PA , 18104",40.5927909,-75.5866384,Kuhnsville Car Wash,40.5927909,-75.5866384,0,
"KWIK CAR WASH , 4000 Catnip Hill Rd , Nicholasville , KY , 40356",37.9290658,-84.5501918,bp,37.9290533,-84.550185,5,"double kwik, dkGrill, Homecooker, Double Kwik, ATM (Double Kwik BP Convenience)"
"KYLOU_CaneRun , 4860 Cane Run Rd , Louisville , KY , 40216",38.1806517,-85.8589994,Zips Car Wash,38.180693,-85.8589921,0,
"KYWIN_Codella , 160 Codella Dr , Winchester , KY , 40391",37.9897787,-84.2095068,Zips Car Wash,37.9897347,-84.209255,0,
"Kennesaw , 1585 Crater Lake Dr , Kennesaw , GA , 30152",33.9969501,-84.5907868,Dirty Dog's Car Wash Kennesaw,33.9969501,-84.59078679999999,0,
"Kernan , 11991 Atlantic Blvd , Jacksonville , FL , 32225",30.3206622,-81.4902356,LUV Car Wash,30.320764900000004,-81.4902303,2,"Bliss Carley, MD Now Urgent Care - Atlantic Boulevard"
"Kind Car Wash , 3106 N National Rd , Columbus , IN , 47201",39.2295427,-85.9051615,Kind Car Wash,39.229542699999996,-85.90516149999999,2,"Zaxbys Chicken Fingers & Buffalo Wings, Zaxbys Chicken Fingers & Buffalo Wings"
"King Street Littleton , 25 King St , Littleton , MA , 1460",42.5387544,-71.5097587,ERROR,ERROR,ERROR,ERROR,ERROR
"Kingu0027s Car Wash , 1116 W Corbett Ave , Swansboro , NC , 28584",34.7019676,-77.148783,King's Car Wash Express,34.701981499999995,-77.1487635,1,3 - Minute Car wash
"Kiwi Car Wash Vero , 4915 20th St , Vero Beach , FL , 32966",27.6381073,-80.4367945,Kiwi Car Wash Vero,27.638107299999998,-80.43679449999999,0,
"Klemm Express , 4 Mall Road , Salem , NH , 3079",42.7693178,-71.2293634,Klemm's Express CarWash,42.769317799999996,-71.2293634,1,ChargePoint Charging Station
"Klemm Express Inbay , 4 Mall Road , Salem , NH , 3079",42.7693327,-71.2293089,Klemm's Express CarWash,42.769317799999996,-71.2293634,1,ChargePoint Charging Station
"Koala Car Wash , 1560 Lexington Rd , Athens , GA , 30605",33.946133,-83.352455,Koala Car Wash,33.946132999999996,-83.35245499999999,1,1560 Lexington Road
"LA Xpress Car Wash , 444 North Franklin Street , Lancaster , PA , 17602",40.0472073,-76.2929647,LA Xpress,40.0472073,-76.2929647,1,Sándwich bori Lancaster
"LEXINGTON AUTO SPA , 1124 Winchester Rd , Lexington , KY , 40505",38.0419236,-84.4628169,Lexington Auto Spa,38.0419236,-84.46281689999999,4,"Optimal Living Services Lexington, Road To Homeownership Inc, Joy Temporary Services Inc, Waffle House"
"LINDSTROM CAR WASH , 3003 E Indian School Rd , Phoenix , AZ , 85016",33.4946586,-112.0169618,Lindstrom Family Auto Wash,33.4946586,-112.01696179999999,9,"BobaWhaaat, NovaPetal Flower Lab, Wingstop, Far Away Wine And Provisions, Arizona Optical Dispensers, Top Tier barbershop, Squaw Peak Business Center, Warren House Apts, Central Nails"
"LOUISVILLE , 1670 Alliant Ave , Louisville , KY , 40299",38.218812,-85.538056,Whistle Express Car Wash,38.218708899999996,-85.53803500000001,0,
"Lafayette , 2142 N Main St , LaFayette , GA , 30728",34.7403079,-85.2723458,LUV Car Wash,34.740310199999996,-85.2724058,0,
"Lake Charles Toyota , 3905 Gerstner Memorial Dr , Lake Charles , LA , 70607",30.185938,-93.1790044,Express Wash at Lake Charles Toyota,30.1859554,-93.1786606,5,"Scion Esports, Toyota ServiceCenter, LCT Customs, Toyota Parts, Lake Charles Toyota"
"Lake Effect , 145 George St , Oswego , NY , 13126",43.4624732,-76.4847243,Lake Effect Car Wash,43.4624732,-76.4847243,2,"Car wash, Flynnstoned Cannabis Company"
"Lake Havasu Express , 108 N Lake Havasu Ave , Lake Havasu City , AZ , 86403",34.4768692,-114.3462105,Havasu Express Car Wash,34.476881,-114.3462,9,"New Image Auto Customs, River City Turf Maintenance, Top Turf AZ LLC, DIAMOND Tint Shop, London Bridge Park And Sell, Flowers Care Giver Services, Get Twisted Off Road Parts & Service, Twisted Powersports, Scooter Tramps Rentals"
"Lake Mead , 505 W Lake Mead Pkwy , Henderson , NV , 89015",36.0352994,-114.9970326,LUV Car Wash,36.0352819,-114.99707029999998,0,
"Lake Wales , 2043 State Road 60 E , Lake Wales , FL , 33859",27.9031047,-81.6223701,ERROR,ERROR,ERROR,ERROR,ERROR
"Lakes Edge , 7916 Bradley Long Dr , Sherrills Ford , NC , 28673",35.5832605,-80.9887544,Lakes Edge Express Wash,35.5832605,-80.98875439999999,0,
"Lakeside Auto Wash , 617 N Mitchell St , Cadillac , MI , 49601",44.2553229,-85.4038692,Lakeside Autowash,44.255322899999996,-85.4038692,1,Sara Esiline Agency- Farmers Insurance
"Lancaster Car Wash , 6025 Lancaster Ave , Philadelphia , PA , 19151",39.9834389,-75.2424246,$6 Car Wash,39.98335350000001,-75.2420777,1,Domino's Pizza
"Las Vegas , 2608 7th St #Nm-518 , Las Vegas , NM , 87701",35.6210093,-105.224725,Champion Xpress Carwash,35.620454099999996,-105.2249355,0,
"Lathrop Arco Car Wash , 2050 Crestwood Ave , Manteca , CA , 95336",37.8259388,-121.2203074,Manteca Express Car Wash,37.8261162,-121.21974349999998,4,"LibertyX Bitcoin ATM, Deal Hub Loop, ampm, Starbucks"
"Launch Car Wash #2 , 6510 E 71st St , Tulsa , OK , 74133",36.0606057,-95.9035719,Launch Car Wash,36.060605699999996,-95.90357189999999,3,"(7333) 71st St & Sheridan Rd EB, E 71St St S&S Sheridan Rd, Cool Fogg"
"Launch Car Wash , 7919 E 101 St , Tulsa , OK , 74133",36.0178791,-95.887783,Launch Car Wash,36.0178791,-95.887783,3,"Doctor Detail | Mobile Car Detailing Tulsa, Western Union, QuikTrip"
"Legacy Express Wash , 2583 E 5th Ave , Columbus , NE , 68601",41.4412727,-97.3205261,Legacy Express Wash,41.4412727,-97.3205261,0,
"Lightning Express Car Wash , 100 W Whittier Blvd , La Habra , CA , 90631",33.9386969,-117.9465533,Joe Bell Express Car Wash,33.9387166,-117.94655499999999,3,"Car Wash 2 la habra, Whittier-Euclid, Advantage Glass & Mirror."
"Lightning Fast , 2045 W Oaklawn Rd , Pleasanton , TX , 78064",28.940437,-98.5105038,Lightning Fast Car Wash,28.940437,-98.5105038,4,"Price Powersports, Hampton Inn Pleasanton, River walk sanantonio, Universal Charging Station"
