full_site_address,Latitude,Longitude,cars_washed,original_address,competitors_count,competitor_1_distance_miles,competitor_1_google_rating,competitor_1_google_user_rating_count,competitor_2_distance_miles,competitor_2_google_rating,competitor_2_google_user_rating_count,competitor_3_distance_miles,competitor_3_google_rating,competitor_3_google_user_rating_count,competitor_4_distance_miles,competitor_4_google_rating,competitor_4_google_user_rating_count,competitor_5_distance_miles,competitor_5_google_rating,competitor_5_google_user_rating_count,competitor_6_distance_miles,competitor_6_google_rating,competitor_6_google_user_rating_count
"Detricks Glenforest , 1036 Glenforest Rd , Myrtle Beach , SC , 29579",33.7547775,-78.9635923,93464,"Detricks Glenforest , 1036 Glenforest Rd , Myrtle Beach , SC , 29579",2.0,0.35479612259495,1.0,5.0,0.560610306487508,2.4,33.0,,,,,,,,,,,,
"Diamond Express , 1801 Lander Ave , Turlock , CA , 95380",37.475985,-120.8494004,3600,"Diamond Express , 1801 Lander Ave , Turlock , CA , 95380",0.0,,,,,,,,,,,,,,,,,,
"Dickys Bluffton , 1930 N Main St , Bluffton , IN , 46714",40.7705245,-85.166528,44911,"Dickys Bluffton , 1930 N Main St , Bluffton , IN , 46714",0.0,,,,,,,,,,,,,,,,,,
"Dickys Decatur , 1022 S 13th St , Decatur , IN , 46733",40.818633,-84.939277,37176,"Dickys Decatur , 1022 S 13th St , Decatur , IN , 46733",1.0,0.155292708000417,4.1,8.0,,,,,,,,,,,,,,,
"Dickys Huntington , 2600 Walmart Dr , Huntington , IN , 46750",40.898213,-85.5135535,5826,"Dickys Huntington , 2600 Walmart Dr , Huntington , IN , 46750",3.0,0.0594571923213534,,,0.0723110221404706,,,0.657415843047194,4.3,129.0,,,,,,,,,
"Dog House Auto Spa , 731 W Rogers Blvd , Skiatook , OK , 74070",36.3682186,-96.0117013,28278,"Dog House Auto Spa , 731 W Rogers Blvd , Skiatook , OK , 74070",1.0,0.461709738373069,3.8,147.0,,,,,,,,,,,,,,,
"EXPRESS AUTO WASH , 7167 NY-54 , Bath , NY , 14810",42.3490756,-77.3089603,18393,"EXPRESS AUTO WASH , 7167 NY-54 , Bath , NY , 14810",0.0,,,,,,,,,,,,,,,,,,
"Eastlake , 13509 Eastlake Blvd , El Paso , TX , 79928",31.6986017,-106.2213483,38673,"Eastlake , 13509 Eastlake Blvd , El Paso , TX , 79928",1.0,0.988920923845084,3.9,240.0,,,,,,,,,,,,,,,
"Edge Express Garner , 4717 NC-42 , Garner , NC , 27529",35.6108709,-78.5531604,83788,"Edge Express Garner , 4717 NC-42 , Garner , NC , 27529",0.0,,,,,,,,,,,,,,,,,,
"Edge Express Shelby , 925 E Dixon Blvd , Shelby , NC , 28152",35.2744626,-81.5270426,106644,"Edge Express Shelby , 925 E Dixon Blvd , Shelby , NC , 28152",2.0,0.0690145130789311,4.4,155.0,0.750444421491686,3.9,393.0,,,,,,,,,,,,
"Edge Express Shelby 2 , 1696 E Dixon Blvd , Shelby , NC , 28152",35.2728672,-81.5051658,24733,"Edge Express Shelby 2 , 1696 E Dixon Blvd , Shelby , NC , 28152",2.0,0.0074659374901863,,,0.484632362900824,,,,,,,,,,,,,,
"Edgewood , 3 NM Hwy 344 , Edgewood , NM , 87015",35.1482669,-106.1914196,21737,"Edgewood , 3 NM Hwy 344 , Edgewood , NM , 87015",0.0,,,,,,,,,,,,,,,,,,
"Elks Edge , 547 CC Camp Rd , Elkin , NC , 28621",36.2787554,-80.8330241,100779,"Elks Edge , 547 CC Camp Rd , Elkin , NC , 28621",0.0,,,,,,,,,,,,,,,,,,
"Espanola , 1319 N Riverside Dr , Espanola , NM , 87532",36.0111124,-106.0636052,104122,"Espanola , 1319 N Riverside Dr , Espanola , NM , 87532",3.0,0.141469044410594,4.0,8.0,0.154147024966094,3.6,73.0,0.778137775133121,4.0,72.0,,,,,,,,,
"Express Wash Kissimmee , 1095 Amber Pointe Blvd , Kissimmee , FL , 34744",28.280829,-81.344289,53013,"Express Wash Kissimmee , 1095 Amber Pointe Blvd , Kissimmee , FL , 34744",1.0,0.137329424301713,4.9,761.0,,,,,,,,,,,,,,,
"Express Wash Lakeland , 5430 Florida Ave S , Lakeland , FL , 33813",27.9665149,-81.9645933,150579,"Express Wash Lakeland , 5430 Florida Ave S , Lakeland , FL , 33813",3.0,0.500261355295141,3.5,996.0,0.748824492278863,2.9,38.0,0.749061707113487,4.0,795.0,,,,,,,,,
"FASTLANE EXPRESS CAR WASH , 924 E 30th Ave , Hutchinson , KS , 67502",38.087,-97.9111,53569,"FASTLANE EXPRESS CAR WASH , 924 E 30th Ave , Hutchinson , KS , 67502",1.0,0.335535766036432,3.4,38.0,,,,,,,,,,,,,,,
"FLAVO_N.Hwy27 , 1101 US-27 , Avon Park , FL , 33825",27.608686,-81.515066,167740,"FLAVO_N.Hwy27 , 1101 US-27 , Avon Park , FL , 33825",1.0,0.0902303440760678,5.0,127.0,,,,,,,,,,,,,,,
"FLLAK_Hwy27 , 23461 US-27 , Lake Wales , FL , 33859",27.9519851,-81.6185727,122219,"FLLAK_Hwy27 , 23461 US-27 , Lake Wales , FL , 33859",1.0,0.0160452826351385,4.6,520.0,,,,,,,,,,,,,,,
"Fairborn Car Wash , 1052 Kauffman Ave , Fairborn , OH , 45324",39.8098171,-84.0258805,21428,"Fairborn Car Wash , 1052 Kauffman Ave , Fairborn , OH , 45324",1.0,0.444672704748619,4.1,78.0,,,,,,,,,,,,,,,
"Fairhope , 20310 AL-181 , Fairhope , AL , 36532",30.521774,-87.8517334,57901,"Fairhope , 20310 AL-181 , Fairhope , AL , 36532",0.0,,,,,,,,,,,,,,,,,,
"Fast Pass Car Wash , 638 North H Street , Lompoc , CA , 93436",34.6486028,-120.4570624,63578,"Fast Pass Car Wash , 638 North H Street , Lompoc , CA , 93436",1.0,0.160037280864418,3.9,70.0,,,,,,,,,,,,,,,
"Fenton , 3709 Owen Rd , Fenton , MI , 48430",42.7891069,-83.7442545,25365,"Fenton , 3709 Owen Rd , Fenton , MI , 48430",3.0,0.106403674950313,3.9,322.0,0.165933455368645,1.0,1.0,0.238027651264294,4.6,76.0,,,,,,,,,
"Fernandina Beach , 474339 SR 200 , Fernandina Beach , FL , 32034",30.61808,-81.514613,70790,"Fernandina Beach , 474339 SR 200 , Fernandina Beach , FL , 32034",0.0,,,,,,,,,,,,,,,,,,
"Fine N Shine , 1304 TX-121 , Bonham , TX , 75418",33.5867548,-96.1921253,38637,"Fine N Shine , 1304 TX-121 , Bonham , TX , 75418",2.0,0.410523922995745,3.6,20.0,0.738723816709997,4.1,111.0,,,,,,,,,,,,
"Five Star Boone , 1200 Blowing Rock Rd , Boone , NC , 28607",36.2034723,-81.6668446,73214,"Five Star Boone , 1200 Blowing Rock Rd , Boone , NC , 28607",1.0,0.0799894571950343,4.4,354.0,,,,,,,,,,,,,,,
"Five Star Statesville , 117 Turnersburg Hwy , Statesville , NC , 28625",35.8085295,-80.8764773,156291,"Five Star Statesville , 117 Turnersburg Hwy , Statesville , NC , 28625",0.0,,,,,,,,,,,,,,,,,,
"Fleming Island , 1725 Eagle Harbor Pkwy , Fleming Island , FL , 32003",30.1027697,-81.7048645,122376,"Fleming Island , 1725 Eagle Harbor Pkwy , Fleming Island , FL , 32003",0.0,,,,,,,,,,,,,,,,,,
"Flex Wash , 1285 U.S. 31 N , Petoskey , MI , 49770",45.3896578,-84.9129299,4226,"Flex Wash , 1285 U.S. 31 N , Petoskey , MI , 49770",1.0,0.255020515692998,4.3,472.0,,,,,,,,,,,,,,,
"Florence , 2339 David H McLeod Blvd , Florence , SC , 29501",34.1874969,-79.8197635,80517,"Florence , 2339 David H McLeod Blvd , Florence , SC , 29501",6.0,0.299186742810737,1.0,2.0,0.458236165238312,4.4,944.0,0.477224899107698,5.0,1.0,0.665930339106521,4.3,45.0,0.67352194907232,,,0.935680426386041,3.8,10.0
"FoamWorks Brunswick , 5200 Altama Ave , Brunswick , GA , 31525",31.2061049,-81.4822407,106599,"FoamWorks Brunswick , 5200 Altama Ave , Brunswick , GA , 31525",2.0,0.56062227832677,3.7,24.0,0.567551344005202,2.8,43.0,,,,,,,,,,,,
"FoamWorks Cordele , 1305 16th Ave E , Cordele , GA , 31015",31.9624515,-83.7617001,25206,"FoamWorks Cordele , 1305 16th Ave E , Cordele , GA , 31015",3.0,0.884946027426042,4.1,29.0,0.971987251431173,,,0.983305312593657,4.3,579.0,,,,,,,,,
"FoamWorks Hartley Bridge , 4701 Hartley Bridge Rd , Macon , GA , 31216",32.744358,-83.725563,79936,"FoamWorks Hartley Bridge , 4701 Hartley Bridge Rd , Macon , GA , 31216",0.0,,,,,,,,,,,,,,,,,,
"FoamWorks Lithia Springs , 369 Westfork Ct , Lithia Springs , GA , 30122",33.7942326,-84.633738,46408,"FoamWorks Lithia Springs , 369 Westfork Ct , Lithia Springs , GA , 30122",1.0,0.763000714980635,4.5,221.0,,,,,,,,,,,,,,,
"FoamWorks Riverside , 4780 Riverside Dr. , Macon , GA , 31201",32.9217734,-83.7107966,21837,"FoamWorks Riverside , 4780 Riverside Dr. , Macon , GA , 31201",0.0,,,,,,,,,,,,,,,,,,
"FoamWorks Thomaston , 5551 Thomaston Rd. , Macon , GA , 31220",32.8344408,-83.742574,51794,"FoamWorks Thomaston , 5551 Thomaston Rd. , Macon , GA , 31220",2.0,0.224445895856868,,,0.252103958608136,3.5,2.0,,,,,,,,,,,,
"FoamWorks Vidalia , 203 Rigsbee Dr , Vidalia , GA , 30474",32.2110446,-82.3949092,72841,"FoamWorks Vidalia , 203 Rigsbee Dr , Vidalia , GA , 30474",1.0,0.0984364556028751,4.5,133.0,,,,,,,,,,,,,,,
"Forest City , 157 Plaza Dr , Forest City , NC , 28043",35.3341532,-81.8970099,96485,"Forest City , 157 Plaza Dr , Forest City , NC , 28043",1.0,0.368641249549831,4.6,309.0,,,,,,,,,,,,,,,
"Fort Smith - Highway 71 , 12114 US-71 , Fort Smith , AR , 72916",35.2690562,-94.3700276,35454,"Fort Smith - Highway 71 , 12114 US-71 , Fort Smith , AR , 72916",0.0,,,,,,,,,,,,,,,,,,
"Fort Smith - Massard Rd , 5800 Massard Rd , Fort Smith , AR , 72903",35.3260818,-94.3415391,75867,"Fort Smith - Massard Rd , 5800 Massard Rd , Fort Smith , AR , 72903",0.0,,,,,,,,,,,,,,,,,,
"Fresh Wash - Braselton , Exchange Way , Braselton , GA , 30517",34.1223755,-83.7642661,93937,"Fresh Wash - Braselton , Exchange Way , Braselton , GA , 30517",1.0,0.0038780463350933,4.2,10.0,,,,,,,,,,,,,,,
"Ft Walton -Beal , 794 Beal Pkwy NW , Fort Walton Beach , FL , 32547",30.446616,-86.63932,74545,"Ft Walton -Beal , 794 Beal Pkwy NW , Fort Walton Beach , FL , 32547",1.0,0.637545931819046,4.4,93.0,,,,,,,,,,,,,,,
"GAWOO_Eagle , 2907 Eagle Dr , Woodstock , GA , 30189",34.113012,-84.5571699,116048,"GAWOO_Eagle , 2907 Eagle Dr , Woodstock , GA , 30189",0.0,,,,,,,,,,,,,,,,,,
"Galesburg , 334 E Carl Sandburg Dr , Galesburg , IL , 61401",40.9761518,-90.3654388,127061,"Galesburg , 334 E Carl Sandburg Dr , Galesburg , IL , 61401",1.0,0.982724923518437,4.8,143.0,,,,,,,,,,,,,,,
"Gallup 49 , 1060 US-491 , Gallup , NM , 87301",35.5382265,-108.7581009,130538,"Gallup 49 , 1060 US-491 , Gallup , NM , 87301",2.0,0.0066129074586161,5.0,1.0,0.225370933024029,3.9,9.0,,,,,,,,,,,,
"Gallup 66 , 1300 E Historic Hwy 66 , Gallup , NM , 87301",35.529778,-108.7220066,142804,"Gallup 66 , 1300 E Historic Hwy 66 , Gallup , NM , 87301",0.0,,,,,,,,,,,,,,,,,,
"Gardendale , 420 Fieldstown Rd , Gardendale , AL , 35071",33.6522172,-86.8173304,57848,"Gardendale , 420 Fieldstown Rd , Gardendale , AL , 35071",2.0,0.146821412796286,,,0.24437989196354,4.9,2509.0,,,,,,,,,,,,
"Georgetown , 20945 N Dupont Blvd , Georgetown , DE , 19947",38.6892922,-75.3972612,23529,"Georgetown , 20945 N Dupont Blvd , Georgetown , DE , 19947",2.0,0.25719108991501,4.1,46.0,0.575676725964131,4.0,88.0,,,,,,,,,,,,
"Go Clean Car Wash Eufaula , 1 Veteran Blvd , Eufaula , AL , 36027",31.842735,-85.1676913,69048,"Go Clean Car Wash Eufaula , 1 Veteran Blvd , Eufaula , AL , 36027",0.0,,,,,,,,,,,,,,,,,,
"Go Clean Mobile City , 6658 Mobile Hwy , Pensacola , FL , 32526",30.4763011,-87.3079223,21597,"Go Clean Mobile City , 6658 Mobile Hwy , Pensacola , FL , 32526",0.0,,,,,,,,,,,,,,,,,,
"Go Clean Monroe , 3218 N Monroe St , Tallahassee , FL , 32303",30.4864428,-84.3167069,17468,"Go Clean Monroe , 3218 N Monroe St , Tallahassee , FL , 32303",0.0,,,,,,,,,,,,,,,,,,
"Go Clean Pensacola , 8897 Pensacola Blvd , Pensacola , FL , 32534",30.5263517,-87.2756117,18400,"Go Clean Pensacola , 8897 Pensacola Blvd , Pensacola , FL , 32534",2.0,0.0241156136644284,4.3,13.0,0.767632533650267,4.0,435.0,,,,,,,,,,,,
"Granite Falls , Riverbend Club Point , Granite Falls , NC , 28630",35.7892015,-81.3806659,79611,"Granite Falls , Riverbend Club Point , Granite Falls , NC , 28630",0.0,,,,,,,,,,,,,,,,,,
"Great North Auto Wash , 2701 N Lincoln Rd , Escanaba , MI , 49829",45.780323,-87.0842742,68712,"Great North Auto Wash , 2701 N Lincoln Rd , Escanaba , MI , 49829",0.0,,,,,,,,,,,,,,,,,,
"Greenbrier - S Broadview St , 98 S Broadview St , Greenbrier , AR , 72058",35.2228379,-92.3876296,32968,"Greenbrier - S Broadview St , 98 S Broadview St , Greenbrier , AR , 72058",1.0,0.601832812821087,4.8,161.0,,,,,,,,,,,,,,,
"Grime Scene , 513 TX-114 , Levelland , TX , 79336",33.5944716,-102.3586622,114624,"Grime Scene , 513 TX-114 , Levelland , TX , 79336",1.0,0.630569422546461,1.0,1.0,,,,,,,,,,,,,,,
"Gwatzilla Car Wash , 1701 T P White Dr , Jacksonville , AR , 72076",34.8820519,-92.1105156,78324,"Gwatzilla Car Wash , 1701 T P White Dr , Jacksonville , AR , 72076",0.0,,,,,,,,,,,,,,,,,,
"H2GLO CAR WASH , 1905 Electric Rd , Cave Spring , VA , 24018",37.2475657,-80.0346677,43537,"H2GLO CAR WASH , 1905 Electric Rd , Cave Spring , VA , 24018",0.0,,,,,,,,,,,,,,,,,,
"Hall of Fame Carwash , Gateway Blvd , Leland , NC , 28451",34.213539,-78.0197913,3067,"Hall of Fame Carwash , Gateway Blvd , Leland , NC , 28451",1.0,0.446138796903038,4.6,951.0,,,,,,,,,,,,,,,
"Hampstead , 38 Dan Owen Dr , Hampstead , NC , 28443",34.3656598,-77.7116709,149967,"Hampstead , 38 Dan Owen Dr , Hampstead , NC , 28443",0.0,,,,,,,,,,,,,,,,,,
"Happy Car Wash Albany , 527 NW North Albany Rd , Albany , OR , 97321",44.6428313,-123.1126361,74502,"Happy Car Wash Albany , 527 NW North Albany Rd , Albany , OR , 97321",0.0,,,,,,,,,,,,,,,,,,
"Hercules/Elite Care Auto , 1401 Lexington Ave , Mansfield , OH , 44907",40.72053,-82.5435665,67742,"Hercules/Elite Care Auto , 1401 Lexington Ave , Mansfield , OH , 44907",1.0,0.0,4.5,311.0,,,,,,,,,,,,,,,
"Hernando , 2660 McIngvale Rd , Hernando , MS , 38632",34.8209976,-89.9712562,21874,"Hernando , 2660 McIngvale Rd , Hernando , MS , 38632",2.0,0.408943825167329,4.6,768.0,0.797028456646041,,,,,,,,,,,,,,
"Heroes Car Wash Asheville , 2000 Hendersonville Rd , Asheville , NC , 28803",35.4858828,-82.5247986,143761,"Heroes Car Wash Asheville , 2000 Hendersonville Rd , Asheville , NC , 28803",3.0,0.848195655020833,2.8,4.0,0.868233377498517,2.8,25.0,0.95706980382838,3.3,12.0,,,,,,,,,
"Heroes Express 6050 , 6050 Wade Hampton Blvd , Taylors , SC , 29687",34.9354072,-82.2761998,61903,"Heroes Express 6050 , 6050 Wade Hampton Blvd , Taylors , SC , 29687",2.0,0.0041068050325513,4.8,465.0,0.366422055888206,4.7,168.0,,,,,,,,,,,,
"Heroes Express Pleasantburg , 3107 N Pleasantburg Dr , Greenville , SC , 29609",34.8869993,-82.3956837,76797,"Heroes Express Pleasantburg , 3107 N Pleasantburg Dr , Greenville , SC , 29609",0.0,,,,,,,,,,,,,,,,,,
"Heroes Express Salisbury , 1420 E Innes St , Salisbury , NC , 28146",35.6543588,-80.4565091,125330,"Heroes Express Salisbury , 1420 E Innes St , Salisbury , NC , 28146",2.0,0.115616346085657,3.4,71.0,0.567315079846012,4.3,456.0,,,,,,,,,,,,
"Howell 2 , 4550 E Grand River Ave , Howell , MI , 48843",42.5818921,-83.8629198,6567,"Howell 2 , 4550 E Grand River Ave , Howell , MI , 48843",0.0,,,,,,,,,,,,,,,,,,
"Huntsville , 1020 Pear Drive , Huntsville , TX , 77320",30.7189698,-95.5677495,33394,"Huntsville , 1020 Pear Drive , Huntsville , TX , 77320",2.0,0.443297660245961,3.8,19.0,0.975557254345979,4.7,1378.0,,,,,,,,,,,,
"I-91 Express Wash , 168 Bridge St , East Windsor , CT , 6088",41.9312928,-72.606885,6937,"I-91 Express Wash , 168 Bridge St , East Windsor , CT , 6088",1.0,0.834284619280611,4.5,51.0,,,,,,,,,,,,,,,
"In and Out , 1430 N U.S. Hwy 41 , Ruskin , FL , 33570",27.7311395,-82.4344133,151624,"In and Out , 1430 N U.S. Hwy 41 , Ruskin , FL , 33570",0.0,,,,,,,,,,,,,,,,,,
"In-N-Out Car Wash , 12883 US-68 , Kenton , OH , 43326",40.6332275,-83.6155622,6702,"In-N-Out Car Wash , 12883 US-68 , Kenton , OH , 43326",0.0,,,,,,,,,,,,,,,,,,
"Indian Harbour , 600 E Eau Gallie Blvd , Indian Harbour , FL , 32937",28.1389437,-80.5905792,61248,"Indian Harbour , 600 E Eau Gallie Blvd , Indian Harbour , FL , 32937",0.0,,,,,,,,,,,,,,,,,,
"JC AUTO WASH , 701 S Dewey St , North Platte , NE , 69101",41.127653,-100.762632,10510,"JC AUTO WASH , 701 S Dewey St , North Platte , NE , 69101",1.0,0.466045561845281,4.4,375.0,,,,,,,,,,,,,,,
"JJ Express Car Wash , 2185 US-70 , Thatcher , AZ , 85552",32.8380212,-109.7363483,73910,"JJ Express Car Wash , 2185 US-70 , Thatcher , AZ , 85552",0.0,,,,,,,,,,,,,,,,,,
"JJ's Car Wash Dickinson , 404 FM 517 W , Dickinson , TX , 77539",29.4452705,-95.0838394,105844,,,,,,,,,,,,,,,,,,,,
"JJ's Car Wash Friendswood , 2221 W Parkwood Ave , Friendswood , TX , 77546",29.4855535,-95.2153615,103730,,,,,,,,,,,,,,,,,,,,
"Jallo - Land O Lakes , 15474 State Rd 52 , Land O' Lakes , FL , 34638",28.330187,-82.5597081,17494,,,,,,,,,,,,,,,,,,,,
"Jammin Car Wash , 21356 Walmart Way , Lutz , FL , 33548",28.1769847,-82.4647521,176984,"Jammin Car Wash , 21356 Walmart Way , Lutz , FL , 33548",0.0,,,,,,,,,,,,,,,,,,
"Jet Express Carwash , 1501 S Main St , Blacksburg , VA , 24060",37.213749,-80.3998376,49101,"Jet Express Carwash , 1501 S Main St , Blacksburg , VA , 24060",0.0,,,,,,,,,,,,,,,,,,
"Jet Express Franklin , 1121 Georgia Rd , Franklin , NC , 28734",35.158971,-83.392801,85549,"Jet Express Franklin , 1121 Georgia Rd , Franklin , NC , 28734",1.0,0.312799001589734,4.0,70.0,,,,,,,,,,,,,,,
"Jim Wood Washland , 1925 Silver City Hwy NW , Deming , NM , 88030",32.282669,-107.759936,43316,"Jim Wood Washland , 1925 Silver City Hwy NW , Deming , NM , 88030",0.0,,,,,,,,,,,,,,,,,,
"Joe's Premium Car Wash , 1905 E Robertson Blvd , Chowchilla , CA , 93610",37.126561,-120.2444694,81313,,,,,,,,,,,,,,,,,,,,
"John's Auto Spa Nappanee , 2000 E. Market St , Nappanee , IN , 46550",41.4430698,-85.9784108,34330,,,,,,,,,,,,,,,,,,,,
"KUHNSVILLE CAR WASH , 5627 Tilghman St , Allentown , PA , 18104",40.5927909,-75.5866384,74850,"KUHNSVILLE CAR WASH , 5627 Tilghman St , Allentown , PA , 18104",0.0,,,,,,,,,,,,,,,,,,
"KWIK CAR WASH , 4000 Catnip Hill Rd , Nicholasville , KY , 40356",37.9290658,-84.5501918,7910,"KWIK CAR WASH , 4000 Catnip Hill Rd , Nicholasville , KY , 40356",1.0,0.0325088022050571,4.6,8.0,,,,,,,,,,,,,,,
"KYLOU_CaneRun , 4860 Cane Run Rd , Louisville , KY , 40216",38.1806517,-85.8589994,48794,"KYLOU_CaneRun , 4860 Cane Run Rd , Louisville , KY , 40216",0.0,,,,,,,,,,,,,,,,,,
"KYWIN_Codella , 160 Codella Dr , Winchester , KY , 40391",37.9897787,-84.2095068,102636,"KYWIN_Codella , 160 Codella Dr , Winchester , KY , 40391",1.0,0.38057118229007,4.7,180.0,,,,,,,,,,,,,,,
"Kennesaw , 1585 Crater Lake Dr , Kennesaw , GA , 30152",33.9969501,-84.5907868,32521,"Kennesaw , 1585 Crater Lake Dr , Kennesaw , GA , 30152",3.0,0.355549087053591,4.9,240.0,0.440402112893462,4.5,85.0,0.677931622422736,4.0,381.0,,,,,,,,,
"King's Car Wash , 1116 W Corbett Ave , Swansboro , NC , 28584",34.7019676,-77.148783,154363,,,,,,,,,,,,,,,,,,,,
"Klemm Express , 4 Mall Road , Salem , NH , 3079",42.7693178,-71.2293634,59105,"Klemm Express , 4 Mall Road , Salem , NH , 3079",0.0,,,,,,,,,,,,,,,,,,
"Klemm Express Inbay , 4 Mall Road , Salem , NH , 3079",42.7693327,-71.2293089,18376,"Klemm Express Inbay , 4 Mall Road , Salem , NH , 3079",0.0,,,,,,,,,,,,,,,,,,
"LOUISVILLE , 1670 Alliant Ave , Louisville , KY , 40299",38.218812,-85.538056,71606,"LOUISVILLE , 1670 Alliant Ave , Louisville , KY , 40299",0.0,,,,,,,,,,,,,,,,,,
"Lafayette , 2142 N Main St , LaFayette , GA , 30728",34.7403079,-85.2723458,76885,"Lafayette , 2142 N Main St , LaFayette , GA , 30728",1.0,0.251751163613203,2.3,3.0,,,,,,,,,,,,,,,
"Lake Effect , 145 George St , Oswego , NY , 13126",43.4624732,-76.4847243,24206,"Lake Effect , 145 George St , Oswego , NY , 13126",2.0,0.0091216400021918,4.7,3.0,0.194783751690231,4.8,408.0,,,,,,,,,,,,
"Lake Wales , 2043 State Road 60 E , Lake Wales , FL , 33859",27.9031047,-81.6223701,96763,"Lake Wales , 2043 State Road 60 E , Lake Wales , FL , 33859",0.0,,,,,,,,,,,,,,,,,,
"Lakes Edge , 7916 Bradley Long Dr , Sherrills Ford , NC , 28673",35.5832605,-80.9887544,52202,"Lakes Edge , 7916 Bradley Long Dr , Sherrills Ford , NC , 28673",1.0,0.180471285530929,2.3,3.0,,,,,,,,,,,,,,,
"Lakeside Auto Wash , 617 N Mitchell St , Cadillac , MI , 49601",44.2553229,-85.4038692,110324,"Lakeside Auto Wash , 617 N Mitchell St , Cadillac , MI , 49601",1.0,0.4346968846205,3.9,147.0,,,,,,,,,,,,,,,
"Las Vegas , 2608 7th St #Nm-518 , Las Vegas , NM , 87701",35.6210093,-105.224725,108401,"Las Vegas , 2608 7th St #Nm-518 , Las Vegas , NM , 87701",0.0,,,,,,,,,,,,,,,,,,
"Legacy Express Wash , 2583 E 5th Ave , Columbus , NE , 68601",41.4412727,-97.3205261,100697,"Legacy Express Wash , 2583 E 5th Ave , Columbus , NE , 68601",1.0,0.211032354215976,1.0,1.0,,,,,,,,,,,,,,,
"Lightning Fast , 2045 W Oaklawn Rd , Pleasanton , TX , 78064",28.940437,-98.5105038,47834,"Lightning Fast , 2045 W Oaklawn Rd , Pleasanton , TX , 78064",1.0,0.181897826169544,4.2,159.0,,,,,,,,,,,,,,,
"Local Car Wash , 331 W Loudon St , Chambersburg , PA , 17201",39.9361714,-77.667148,28128,"Local Car Wash , 331 W Loudon St , Chambersburg , PA , 17201",4.0,0.0052722051155579,5.0,2.0,0.288544829432793,3.8,10.0,0.700020114069333,3.1,8.0,0.715743323834355,2.0,1.0,,,,,,
"Los Lunas , 250 Main Street NE , Los Lunas , NM , 87031",34.8070818,-106.7335652,178854,"Los Lunas , 250 Main Street NE , Los Lunas , NM , 87031",0.0,,,,,,,,,,,,,,,,,,
"Lowell Road Hudson , 215 Lowell Rd , Hudson , NH , 3051",42.7332558,-71.4259764,71157,"Lowell Road Hudson , 215 Lowell Rd , Hudson , NH , 3051",0.0,,,,,,,,,,,,,,,,,,
"MONKEY SHINE , 2518 Bob Bullock Loop , Laredo , TX , 78045",27.6139336,-99.4674955,76876,"MONKEY SHINE , 2518 Bob Bullock Loop , Laredo , TX , 78045",2.0,0.207666666201509,4.8,536.0,0.559474516856448,4.0,2.0,,,,,,,,,,,,
"MURRAY AUTO SPA , 1530 HWY 121 N BYPASS , MURRAY , KY , 42071",36.588976,-88.29729,52913,"MURRAY AUTO SPA , 1530 HWY 121 N BYPASS , MURRAY , KY , 42071",0.0,,,,,,,,,,,,,,,,,,
"Madison , 155 Plaza Blvd , Madison , AL , 35758",34.7099342,-86.7423193,19699,"Madison , 155 Plaza Blvd , Madison , AL , 35758",1.0,0.0108059662824503,,,,,,,,,,,,,,,,,
"Magic City Car Wash , 619 N Broadway , Minot , ND , 58703",48.2427558,-101.2970504,72703,"Magic City Car Wash , 619 N Broadway , Minot , ND , 58703",0.0,,,,,,,,,,,,,,,,,,
"Magic Hillsboro , 1455 N High St , Hillsboro , OH , 45133",39.227106,-83.610754,44275,"Magic Hillsboro , 1455 N High St , Hillsboro , OH , 45133",0.0,,,,,,,,,,,,,,,,,,
"Maricamp , 125 Bahia Ave Ct , Ocala , FL , 34472",29.113887,-82.021699,61973,"Maricamp , 125 Bahia Ave Ct , Ocala , FL , 34472",2.0,0.125328217588606,4.8,305.0,0.128599137461015,,,,,,,,,,,,,,
"Marshalltown , 2401 S Center St , Marshalltown , IA , 50158",42.0174381,-92.9132424,105963,"Marshalltown , 2401 S Center St , Marshalltown , IA , 50158",1.0,0.707247377891637,4.0,73.0,,,,,,,,,,,,,,,
"Maumelle - Audubon Dr , 117 Audubon Dr , Maumelle , AR , 72113",34.8516173,-92.4055153,92265,"Maumelle - Audubon Dr , 117 Audubon Dr , Maumelle , AR , 72113",0.0,,,,,,,,,,,,,,,,,,
"Moby's Car Wash , 421 E Martintown Rd , North Augusta , SC , 29841",33.4957275,-81.95777,82470,,,,,,,,,,,,,,,,,,,,
"Mojo Xpress Hopkins Center , 141 Hopkins Corner Dr , Waynesboro , GA , 30830",33.1062462,-82.0253351,50236,"Mojo Xpress Hopkins Center , 141 Hopkins Corner Dr , Waynesboro , GA , 30830",0.0,,,,,,,,,,,,,,,,,,
"Mojo Xpress Wash , 332 South Green St , Swainsboro , GA , 30401",32.5899945,-82.3302568,74400,"Mojo Xpress Wash , 332 South Green St , Swainsboro , GA , 30401",0.0,,,,,,,,,,,,,,,,,,
"Monster Car wash AZ , 6640 N Viewpoint Dr , Prescott Valley , AZ , 86315",34.6376297,-112.3364188,60785,"Monster Car wash AZ , 6640 N Viewpoint Dr , Prescott Valley , AZ , 86315",0.0,,,,,,,,,,,,,,,,,,
"Monster Wash , 7020 U.S.Highway 181 N , Floresville , TX , 78114",29.2311555,-98.245306,2716,"Monster Wash , 7020 U.S.Highway 181 N , Floresville , TX , 78114",0.0,,,,,,,,,,,,,,,,,,
