full_site_address,Latitude,Longitude,cars_washed,nearby_traffic_lights_count,distance_nearest_traffic_light_1,distance_nearest_traffic_light_2,distance_nearest_traffic_light_3,distance_nearest_traffic_light_4,distance_nearest_traffic_light_5,distance_nearest_traffic_light_6,distance_nearest_traffic_light_7,distance_nearest_traffic_light_8,distance_nearest_traffic_light_9,distance_nearest_traffic_light_10
"Eastlake , 13509 Eastlake Blvd , El Paso , TX , 79928",31.6986017,-106.2213483,38673,2.0,0.2583475692921644,0.7280916444712598,,,,,,,,
"Edge Express Garner , 4717 NC-42 , Garner , NC , 27529",35.6108709,-78.5531604,83788,6.0,0.0719289285802525,0.3021766830101449,0.4558808063452174,0.5661724243949163,0.6168237142429713,0.7454336563043851,,,,
"Edge Express Shelby , 925 E Dixon Blvd , Shelby , NC , 28152",35.2744626,-81.5270426,106644,8.0,0.0952764468651007,0.319931379942824,0.4300719229211592,0.5474236379180039,0.6891003840173662,0.819951306542388,0.9227353749750448,0.9636827900436832,,
"Edge Express Shelby 2 , 1696 E Dixon Blvd , Shelby , NC , 28152",35.2728672,-81.5051658,24733,5.0,0.4475087755329019,0.4661663372722764,0.7324691925975736,0.7608542678268899,0.9474201110698562,,,,,
"Edgewood , 3 NM Hwy 344 , Edgewood , NM , 87015",35.1482669,-106.1914196,21737,0.0,,,,,,,,,,
"Elks Edge , 547 CC Camp Rd , Elkin , NC , 28621",36.2787554,-80.8330241,100779,4.0,0.1345144180907683,0.357791154097983,0.4819044367456993,0.6192725036210163,,,,,,
"Espanola , 1319 N Riverside Dr , Espanola , NM , 87532",36.0111124,-106.0636052,104122,4.0,0.1037964397585727,0.2160903410167058,0.3311545366180451,0.7514095077329555,,,,,,
"Express Wash Kissimmee , 1095 Amber Pointe Blvd , Kissimmee , FL , 34744",28.280829,-81.344289,53013,8.0,0.1508389427894069,0.1789900207045521,0.478691124241516,0.7021699528744716,0.7308898287104111,0.787663584626941,0.8094389122959882,0.8986154503633921,,
"Express Wash Lakeland , 5430 Florida Ave S , Lakeland , FL , 33813",27.9665149,-81.9645933,150579,10.0,0.0754289699493092,0.3606563742479248,0.377732289801859,0.6391171178680086,0.6959832120238794,0.7528310616194387,0.8546112567070614,0.8961170621171489,0.9409639445517528,0.9556990983629868
"FASTLANE EXPRESS CAR WASH , 924 E 30th Ave , Hutchinson , KS , 67502",38.087,-97.9111,53569,5.0,0.1070223641489298,0.4007542689198649,0.5955379916298754,0.6597713812388735,0.9007906997265384,,,,,
"FLAVO_N.Hwy27 , 1101 US-27 , Avon Park , FL , 33825",27.608686,-81.515066,167740,2.0,0.6086751139431944,0.9024339772416712,,,,,,,,
"FLLAK_Hwy27 , 23461 US-27 , Lake Wales , FL , 33859",27.9519851,-81.6185727,122219,3.0,0.1635029297442232,0.398066513030801,0.8936108268097205,,,,,,,
"Fairborn Car Wash , 1052 Kauffman Ave , Fairborn , OH , 45324",39.8098171,-84.0258805,21428,8.0,0.2752634580445662,0.3154294271813451,0.4158330624660905,0.6846810635296684,0.6918587051585564,0.8433868558766963,0.8442001927425403,0.9959953516486564,,
"Fairhope , 20310 AL-181 , Fairhope , AL , 36532",30.521774,-87.8517334,57901,1.0,0.1349727883405602,,,,,,,,,
"Fast Pass Car Wash , 638 North H Street , Lompoc , CA , 93436",34.6486028,-120.4570624,63578,18.0,0.1180140556672476,0.1182681841919705,0.3328786130032086,0.3339109528699419,0.4424181494386798,0.552290282563023,0.5908022059431304,0.6631174323329894,0.6633856372723566,0.6723384455710485
"Fenton , 3709 Owen Rd , Fenton , MI , 48430",42.7891069,-83.7442545,25365,5.0,0.1031913215296403,0.2278646124676997,0.3517832669546269,0.4230095660660497,0.6546165623603859,,,,,
"Fernandina Beach , 474339 SR 200 , Fernandina Beach , FL , 32034",30.61808,-81.514613,70790,3.0,0.0377883322854841,0.3493804947601072,0.8903401058921722,,,,,,,
"Fine N Shine , 1304 TX-121 , Bonham , TX , 75418",33.5867548,-96.1921253,38637,6.0,0.421179345262594,0.6414205156354552,0.6612778473071258,0.8267870737853786,0.8914123983240732,0.9984400010888004,,,,
"Five Star Boone , 1200 Blowing Rock Rd , Boone , NC , 28607",36.2034723,-81.6668446,73214,23.0,0.0322484760009742,0.207424804757819,0.2139064619984677,0.2169457008903793,0.3193796052652563,0.3747017746172412,0.4247112438263502,0.4508597626841333,0.466350195954679,0.4923284478857024
"Five Star Statesville , 117 Turnersburg Hwy , Statesville , NC , 28625",35.8085295,-80.8764773,156291,7.0,0.0437494120878607,0.1130945046143897,0.1499499414736758,0.2768843120231746,0.5060768355367551,0.9305971569407386,0.9350463065642128,,,
"Fleming Island , 1725 Eagle Harbor Pkwy , Fleming Island , FL , 32003",30.1027697,-81.7048645,122376,6.0,0.0495278467458084,0.208730809267003,0.3801209762781815,0.4334853852306876,0.5342483278167709,0.8931681685853128,,,,
"Flex Wash , 1285 U.S. 31 N , Petoskey , MI , 49770",45.3896578,-84.9129299,4226,2.0,0.0318945772913937,0.5484316095894975,,,,,,,,
"Florence , 2339 David H McLeod Blvd , Florence , SC , 29501",34.1874969,-79.8197635,80517,17.0,0.1815012202683219,0.2810128374571233,0.3395120350506669,0.4367257535634779,0.4640381532604719,0.4858079150995585,0.5365855394926619,0.5684100334014269,0.6054394914503644,0.6335952524757956
"FoamWorks Brunswick , 5200 Altama Ave , Brunswick , GA , 31525",31.2061049,-81.4822407,106599,9.0,0.3023990239588039,0.3511341962565099,0.5929238188916409,0.6263676591017914,0.6621148234434583,0.7768703403769858,0.7794474932524462,0.9149106239864774,0.9632770027458426,
"FoamWorks Cordele , 1305 16th Ave E , Cordele , GA , 31015",31.9624515,-83.7617001,25206,8.0,0.0584113138021478,0.2207343629527675,0.3537013482909327,0.574725948901432,0.5778830009431061,0.7341712838880647,0.8631918438219359,0.955012551724016,,
"FoamWorks Hartley Bridge , 4701 Hartley Bridge Rd , Macon , GA , 31216",32.744358,-83.725563,79936,5.0,0.1619007226648882,0.3380143063869274,0.5078616223596838,0.6909355300302877,0.7978026120354803,,,,,
"FoamWorks Lithia Springs , 369 Westfork Ct , Lithia Springs , GA , 30122",33.7942326,-84.633738,46408,5.0,0.0410077103684147,0.4803831413224486,0.5555624628149198,0.7215429503873052,0.9317876385629512,,,,,
"FoamWorks Riverside , 4780 Riverside Dr. , Macon , GA , 31201",32.9217734,-83.7107966,21837,3.0,0.1539387257104988,0.2820851978166845,0.406426791605624,,,,,,,
"FoamWorks Thomaston , 5551 Thomaston Rd. , Macon , GA , 31220",32.8344408,-83.742574,51794,3.0,0.1510459525720143,0.4556824597365068,0.5916103275064084,,,,,,,
"FoamWorks Vidalia , 203 Rigsbee Dr , Vidalia , GA , 30474",32.2110446,-82.3949092,72841,5.0,0.2873922166073249,0.3334417252259632,0.734644612968367,0.9688580740526536,0.972468743317489,,,,,
"Forest City , 157 Plaza Dr , Forest City , NC , 28043",35.3341532,-81.8970099,96485,8.0,0.2285520729631106,0.3190466440758464,0.3632797889417254,0.6003130923865195,0.6728483202759099,0.7421949097990338,0.8984940090457064,0.9960330772121844,,
"Fort Smith - Highway 71 , 12114 US-71 , Fort Smith , AR , 72916",35.2690562,-94.3700276,35454,2.0,0.1616282140678449,0.6205403153845107,,,,,,,,
"Fort Smith - Massard Rd , 5800 Massard Rd , Fort Smith , AR , 72903",35.3260818,-94.3415391,75867,2.0,0.1540415706196138,0.7442478602275251,,,,,,,,
"Fresh Wash - Braselton , Exchange Way , Braselton , GA , 30517",34.1223755,-83.7642661,93937,4.0,0.28882372761879,0.416305027470341,0.7015301082023718,0.9527136108030374,,,,,,
"Ft Walton -Beal , 794 Beal Pkwy NW , Fort Walton Beach , FL , 32547",30.446616,-86.63932,74545,12.0,0.2072860712110064,0.3054981760301812,0.4658783384769291,0.4811886301337822,0.646710604932149,0.7460368196940762,0.8089916253826144,0.867700613822051,0.8904186239750276,0.9441414534200784
"GAWOO_Eagle , 2907 Eagle Dr , Woodstock , GA , 30189",34.113012,-84.5571699,116048,10.0,0.0615508115819079,0.1258300765061807,0.2119276710390885,0.2454416932059132,0.251618050856172,0.3591860458298348,0.4854833689259411,0.6884922431700403,0.7780748072413248,0.8224009173668125
"Galesburg , 334 E Carl Sandburg Dr , Galesburg , IL , 61401",40.9761518,-90.3654388,127061,7.0,0.0825096401808945,0.2392062374243973,0.6570135887837131,0.9266409474247675,0.9696984158060998,0.9830568757551832,0.9942721527159688,,,
"Gallup 49 , 1060 US-491 , Gallup , NM , 87301",35.5382265,-108.7581009,130538,9.0,0.1304422146006459,0.2103114833852548,0.327123793450664,0.5577620609517042,0.6364291670855352,0.7662932663707649,0.869879795534785,0.9236916769018708,0.9277406803777096,
"Gallup 66 , 1300 E Historic Hwy 66 , Gallup , NM , 87301",35.529778,-108.7220066,142804,4.0,0.286894517443152,0.4462983403985904,0.727113054365551,0.7381653466051602,,,,,,
"Gardendale , 420 Fieldstown Rd , Gardendale , AL , 35071",33.6522172,-86.8173304,57848,13.0,0.075032935065146,0.2350896480806886,0.3258202945712786,0.3690545918512712,0.4080694560199558,0.4522592260570372,0.4666597492262077,0.4843758876095168,0.5166461568525296,0.6164384694602698
"Georgetown , 20945 N Dupont Blvd , Georgetown , DE , 19947",38.6892922,-75.3972612,23529,6.0,0.4073750344513629,0.4987301321649908,0.6529150611914998,0.6807421316791378,0.7450471745423507,0.8960827016921119,,,,
"Go Clean Car Wash Eufaula , 1 Veteran Blvd , Eufaula , AL , 36027",31.842735,-85.1676913,69048,2.0,0.0305762634508864,0.995467001300934,,,,,,,,
"Go Clean Mobile City , 6658 Mobile Hwy , Pensacola , FL , 32526",30.4763011,-87.3079223,21597,5.0,0.1978385832883879,0.5744015427911403,0.7257902383190604,0.889962614017363,0.9442077590593064,,,,,
"Go Clean Monroe , 3218 N Monroe St , Tallahassee , FL , 32303",30.4864428,-84.3167069,17468,9.0,0.0706770507794515,0.3812067002213831,0.6285413336429523,0.6527612143507645,0.7844031763273598,0.8362910551709698,0.9451161215282664,0.9537680974371074,0.9776718791251212,
"Go Clean Pensacola , 8897 Pensacola Blvd , Pensacola , FL , 32534",30.5263517,-87.2756117,18400,12.0,0.0418143424755562,0.2771042003375246,0.3208778470159712,0.4739892197469251,0.4809323625919284,0.4852877530641439,0.5463814154055194,0.547768942199125,0.6851853161085865,0.7011536422976183
"Granite Falls , Riverbend Club Point , Granite Falls , NC , 28630",35.7892015,-81.3806659,79611,0.0,,,,,,,,,,
"Great North Auto Wash , 2701 N Lincoln Rd , Escanaba , MI , 49829",45.780323,-87.0842742,68712,2.0,0.7186306125990345,0.72904485021461,,,,,,,,
"Greenbrier - S Broadview St , 98 S Broadview St , Greenbrier , AR , 72058",35.2228379,-92.3876296,32968,3.0,0.038669024543068,0.3330521534627429,0.7755396873811382,,,,,,,
"Grime Scene , 513 TX-114 , Levelland , TX , 79336",33.5944716,-102.3586622,114624,7.0,0.233333779574057,0.51125551722192,0.605617826271492,0.6198426302720004,0.712254693391923,0.8965927090872684,0.938948745967078,,,
"Gwatzilla Car Wash , 1701 T P White Dr , Jacksonville , AR , 72076",34.8820519,-92.1105156,78324,7.0,0.2465165578125116,0.3956714185813988,0.4213976062327048,0.5705221783370872,0.5888785959169698,0.92609040859151,0.988811856892556,,,
"H2GLO CAR WASH , 1905 Electric Rd , Cave Spring , VA , 24018",37.2475657,-80.0346677,43537,3.0,0.22611751676375,0.2686134208602506,0.5582952171823478,,,,,,,
"Hall of Fame Carwash , Gateway Blvd , Leland , NC , 28451",34.213539,-78.0197913,3067,8.0,0.1099381473754655,0.1687869358426388,0.1728384443653677,0.2883583298236732,0.3058188123592421,0.3163087805031483,0.5247897250385463,0.794080103869405,,
"Hampstead , 38 Dan Owen Dr , Hampstead , NC , 28443",34.3656598,-77.7116709,149967,4.0,0.0418088968015557,0.4542713265447935,0.7704601983525652,0.8309335773204746,,,,,,
"Happy Car Wash Albany , 527 NW North Albany Rd , Albany , OR , 97321",44.6428313,-123.1126361,74502,11.0,0.0584532057674753,0.1112977101828263,0.2541535027758531,0.4981131969621563,0.5324229465149763,0.5448196055732413,0.5761565793806127,0.6383227957552138,0.7462822718592372,0.9013232033812932
"Hercules/Elite Care Auto , 1401 Lexington Ave , Mansfield , OH , 44907",40.72053,-82.5435665,67742,7.0,0.0599453282222987,0.1605236915348293,0.2180812448991651,0.2623148923783887,0.4321053634472014,0.5880112581397864,0.9603701817744276,,,
"Hernando , 2660 McIngvale Rd , Hernando , MS , 38632",34.8209976,-89.9712562,21874,4.0,0.2033402712328784,0.3025318190459974,0.3869752822063058,0.7347349471483771,,,,,,
"Heroes Car Wash Asheville , 2000 Hendersonville Rd , Asheville , NC , 28803",35.4858828,-82.5247986,143761,11.0,0.0786206719064696,0.2446843681555234,0.353867124035439,0.3643599922377247,0.4184117072993883,0.7923043215445527,0.8738763098466483,0.8791513598088107,0.9038942117701804,0.9637121484693568
"Heroes Express 6050 , 6050 Wade Hampton Blvd , Taylors , SC , 29687",34.9354072,-82.2761998,61903,6.0,0.1163453478868401,0.213146280520811,0.41406963240828,0.6573216990265671,0.882088220998702,0.8861353711911323,,,,
"Heroes Express Pleasantburg , 3107 N Pleasantburg Dr , Greenville , SC , 29609",34.8869993,-82.3956837,76797,14.0,0.2278038489569867,0.243838834876712,0.511179818291992,0.5380273652798967,0.5518255076398515,0.6190123604779016,0.6249112674138926,0.6342943066211266,0.6765720990858983,0.7021378292350241
"Heroes Express Salisbury , 1420 E Innes St , Salisbury , NC , 28146",35.6543588,-80.4565091,125330,15.0,0.0485575618634473,0.1605384927790534,0.1719714696704956,0.2628436082880765,0.2694807252141624,0.3139513193261921,0.487963837611398,0.6566511985470932,0.7743875271237013,0.8427361335096607
"Howell 2 , 4550 E Grand River Ave , Howell , MI , 48843",42.5818921,-83.8629198,6567,8.0,0.1614880526903366,0.322816304601549,0.5810678377959545,0.5867978050664512,0.6696221717588644,0.67337699361592,0.8063697574877983,0.9060854704364768,,
"Huntsville , 1020 Pear Drive , Huntsville , TX , 77320",30.7189698,-95.5677495,33394,12.0,0.0890005793853548,0.1853271583303386,0.198450305907955,0.4361665414158284,0.562710587931148,0.5671270873735464,0.579729425206762,0.7598258025487055,0.9424665108691792,0.9724815293913762
"I-91 Express Wash , 168 Bridge St , East Windsor , CT , 6088",41.9312928,-72.606885,6937,11.0,0.0834970450158405,0.0956530285954388,0.1582708663890937,0.3385975644085482,0.4530371254190551,0.6019657032222738,0.6166788684324129,0.7765514231105822,0.8221499270143534,0.90736494887705
"In and Out , 1430 N U.S. Hwy 41 , Ruskin , FL , 33570",27.7311395,-82.4344133,151624,2.0,0.3534468328411061,0.7265698722956452,,,,,,,,
"In-N-Out Car Wash , 12883 US-68 , Kenton , OH , 43326",40.6332275,-83.6155622,6702,1.0,0.7063219070491354,,,,,,,,,
"Indian Harbour , 600 E Eau Gallie Blvd , Indian Harbour , FL , 32937",28.1389437,-80.5905792,61248,7.0,0.3863033841512769,0.4813583412952455,0.4946144546210789,0.5695552022423834,0.6563168565267631,0.6752139042216493,0.7881789220285439,,,
"JC AUTO WASH , 701 S Dewey St , North Platte , NE , 69101",41.127653,-100.762632,10510,22.0,0.1002394688541984,0.1207587229174669,0.1490983712510105,0.1640634087312446,0.2268979070027117,0.2624929413558716,0.3382093321423257,0.3448658682562818,0.3512566582007769,0.3581237619937585
"JJ Express Car Wash , 2185 US-70 , Thatcher , AZ , 85552",32.8380212,-109.7363483,73910,5.0,0.1642463050840235,0.2367005088243285,0.4937033517149518,0.7079698009639112,0.9852599790773686,,,,,
"JJ's Car Wash Dickinson , 404 FM 517 W , Dickinson , TX , 77539",29.4452705,-95.0838394,105844,,,,,,,,,,,
"JJ's Car Wash Friendswood , 2221 W Parkwood Ave , Friendswood , TX , 77546",29.4855535,-95.2153615,103730,,,,,,,,,,,
"Jallo - Land O Lakes , 15474 State Rd 52 , Land O' Lakes , FL , 34638",28.330187,-82.5597081,17494,,,,,,,,,,,
"Jammin Car Wash , 21356 Walmart Way , Lutz , FL , 33548",28.1769847,-82.4647521,176984,7.0,0.0399717762143747,0.336845861305221,0.4095026297962439,0.5596186345572018,0.6620156889054498,0.9418584512729196,0.9847109309593756,,,
"Jet Express Carwash , 1501 S Main St , Blacksburg , VA , 24060",37.213749,-80.3998376,49101,7.0,0.0236891530118223,0.1584572648611797,0.191725824151345,0.2974310509497607,0.3036071000693007,0.6402028821293968,0.9990022846565708,,,
"Jet Express Franklin , 1121 Georgia Rd , Franklin , NC , 28734",35.158971,-83.392801,85549,5.0,0.1597812577990486,0.311443754722584,0.3381578646241529,0.443840540792665,0.9805454744003784,,,,,
"Jim Wood Washland , 1925 Silver City Hwy NW , Deming , NM , 88030",32.282669,-107.759936,43316,1.0,0.9630048550257776,,,,,,,,,
"Joe's Premium Car Wash , 1905 E Robertson Blvd , Chowchilla , CA , 93610",37.126561,-120.2444694,81313,,,,,,,,,,,
"John's Auto Spa Nappanee , 2000 E. Market St , Nappanee , IN , 46550",41.4430698,-85.9784108,34330,,,,,,,,,,,
"KUHNSVILLE CAR WASH , 5627 Tilghman St , Allentown , PA , 18104",40.5927909,-75.5866384,74850,3.0,0.1544202660928631,0.7386520741949897,0.9500682636892652,,,,,,,
"KWIK CAR WASH , 4000 Catnip Hill Rd , Nicholasville , KY , 40356",37.9290658,-84.5501918,7910,4.0,0.036751784925853,0.6930771475195905,0.7987331509089423,0.9696997636002068,,,,,,
"KYLOU_CaneRun , 4860 Cane Run Rd , Louisville , KY , 40216",38.1806517,-85.8589994,48794,4.0,0.0561595821206253,0.2366921235246722,0.2985025306380347,0.7842482395480191,,,,,,
"KYWIN_Codella , 160 Codella Dr , Winchester , KY , 40391",37.9897787,-84.2095068,102636,5.0,0.0605051962129436,0.2892430217371821,0.4205943678775552,0.640712068602058,0.7751233576266523,,,,,
"Kennesaw , 1585 Crater Lake Dr , Kennesaw , GA , 30152",33.9969501,-84.5907868,32521,15.0,0.1219815105081799,0.2142163510996916,0.2302184334681249,0.3815521781628922,0.4407409677769746,0.4568836518670448,0.4854178768504152,0.5045957397041023,0.5543886047780857,0.5551437527850522
"King's Car Wash , 1116 W Corbett Ave , Swansboro , NC , 28584",34.7019676,-77.148783,154363,,,,,,,,,,,
"Klemm Express , 4 Mall Road , Salem , NH , 3079",42.7693178,-71.2293634,59105,22.0,0.0625856846119569,0.0991872841382817,0.2242969937833871,0.2617326562867113,0.3159149096813156,0.3914049793873297,0.4403842819056401,0.459779385090094,0.5131427616039744,0.5477085607026279
"Klemm Express Inbay , 4 Mall Road , Salem , NH , 3079",42.7693327,-71.2293089,18376,22.0,0.0637954009079881,0.0998846314983109,0.224250641870043,0.2596507001496926,0.3187170617270289,0.3884641699831758,0.437668053616003,0.4582906035520582,0.5112516510730494,0.546771069523589
"LOUISVILLE , 1670 Alliant Ave , Louisville , KY , 40299",38.218812,-85.538056,71606,9.0,0.1299677604889922,0.2950419484861902,0.4471684486469218,0.5516391250862439,0.5858198173367705,0.6572740381441715,0.859587516932606,0.8687605438185119,0.965889399808342,
"Lafayette , 2142 N Main St , LaFayette , GA , 30728",34.7403079,-85.2723458,76885,2.0,0.2081430273342669,0.2480748336712052,,,,,,,,
"Lake Effect , 145 George St , Oswego , NY , 13126",43.4624732,-76.4847243,24206,8.0,0.1083490992979069,0.1744440777487729,0.2800178826630193,0.3234800239510421,0.6361030610429501,0.6584994557703329,0.751243399704408,0.7861336868420135,,
"Lake Wales , 2043 State Road 60 E , Lake Wales , FL , 33859",27.9031047,-81.6223701,96763,0.0,,,,,,,,,,
"Lakes Edge , 7916 Bradley Long Dr , Sherrills Ford , NC , 28673",35.5832605,-80.9887544,52202,3.0,0.1274167782304987,0.1642485944352756,0.7425730697585784,,,,,,,
"Lakeside Auto Wash , 617 N Mitchell St , Cadillac , MI , 49601",44.2553229,-85.4038692,110324,10.0,0.0520600459492353,0.0896280223823753,0.1199997809100267,0.2669190305572303,0.2868440619688056,0.4120116918571009,0.4199600922527766,0.4886615915280037,0.7975632359760395,0.8134455829397165
"Las Vegas , 2608 7th St #Nm-518 , Las Vegas , NM , 87701",35.6210093,-105.224725,108401,2.0,0.1827434769285399,0.3425389945982175,,,,,,,,
"Legacy Express Wash , 2583 E 5th Ave , Columbus , NE , 68601",41.4412727,-97.3205261,100697,5.0,0.0491498438463491,0.1859604670284182,0.2944312779856151,0.3331487383990269,0.5129933059108936,,,,,
"Lightning Fast , 2045 W Oaklawn Rd , Pleasanton , TX , 78064",28.940437,-98.5105038,47834,0.0,,,,,,,,,,
"Local Car Wash , 331 W Loudon St , Chambersburg , PA , 17201",39.9361714,-77.667148,28128,28.0,0.0467670298817391,0.1442110959904052,0.1515692424972476,0.161793372249983,0.2596861580445306,0.2928060512672648,0.3018748953399515,0.3374629905683978,0.3487379189336536,0.3855085682582826
"Los Lunas , 250 Main Street NE , Los Lunas , NM , 87031",34.8070818,-106.7335652,178854,8.0,0.0289648974101526,0.1266306536704844,0.331283031238204,0.4630895268843524,0.4895518189440365,0.5403552253626287,0.598397666008753,0.7722083320721549,,
"Lowell Road Hudson , 215 Lowell Rd , Hudson , NH , 3051",42.7332558,-71.4259764,71157,7.0,0.0924236896134248,0.1821076499346873,0.2686430664448256,0.5095561547755986,0.5111607994239146,0.6977279152061246,0.976798495212346,,,
"MONKEY SHINE , 2518 Bob Bullock Loop , Laredo , TX , 78045",27.6139336,-99.4674955,76876,5.0,0.0777916420500742,0.1216729800868519,0.6550662962266675,0.655222007836839,0.8908693085838142,,,,,
"MURRAY AUTO SPA , 1530 HWY 121 N BYPASS , MURRAY , KY , 42071",36.588976,-88.29729,52913,0.0,,,,,,,,,,
"Madison , 155 Plaza Blvd , Madison , AL , 35758",34.7099342,-86.7423193,19699,7.0,0.0279576514876895,0.2233775279667897,0.5342772264600287,0.731109966393853,0.7461657029585174,0.778294321218138,0.8778528691444585,,,
"Magic City Car Wash , 619 N Broadway , Minot , ND , 58703",48.2427558,-101.2970504,72703,24.0,0.064988120567465,0.1653849162803693,0.1944962352586065,0.3097741083889835,0.3587924185752503,0.3939195536289963,0.4316506373131694,0.4385019710464692,0.4755278827697494,0.5396220742040357
"Magic Hillsboro , 1455 N High St , Hillsboro , OH , 45133",39.227106,-83.610754,44275,7.0,0.1374397880368842,0.4339314432774347,0.5274109786398314,0.6427305516576761,0.7652612858588502,0.7901340864343984,0.9806248522808227,,,
"Maricamp , 125 Bahia Ave Ct , Ocala , FL , 34472",29.113887,-82.021699,61973,5.0,0.1431200282160749,0.1963090840097368,0.4475564592170015,0.4601727982414352,0.9644489083406214,,,,,
"Marshalltown , 2401 S Center St , Marshalltown , IA , 50158",42.0174381,-92.9132424,105963,10.0,0.0595639036009248,0.1327308901117548,0.2551269759075349,0.3138698719132068,0.5457342461978315,0.611182963256594,0.7248200896574417,0.7591201275623058,0.8465831411866805,0.8924364163115429
"Maumelle - Audubon Dr , 117 Audubon Dr , Maumelle , AR , 72113",34.8516173,-92.4055153,92265,4.0,0.2898324000228547,0.3733808967863332,0.4440447161850751,0.7699461789870146,,,,,,
"Moby's Car Wash , 421 E Martintown Rd , North Augusta , SC , 29841",33.4957275,-81.95777,82470,,,,,,,,,,,
"Mojo Xpress Hopkins Center , 141 Hopkins Corner Dr , Waynesboro , GA , 30830",33.1062462,-82.0253351,50236,2.0,0.1573032323374168,0.7607173021454016,,,,,,,,
"Mojo Xpress Wash , 332 South Green St , Swainsboro , GA , 30401",32.5899945,-82.3302568,74400,3.0,0.5536277153761802,0.8799998296842783,0.9778061393599612,,,,,,,
"Monster Car wash AZ , 6640 N Viewpoint Dr , Prescott Valley , AZ , 86315",34.6376297,-112.3364188,60785,3.0,0.0705734629896751,0.1464395939363292,0.199922015851558,,,,,,,
"Monster Wash , 7020 U.S.Highway 181 N , Floresville , TX , 78114",29.2311555,-98.245306,2716,1.0,0.0833199140034255,,,,,,,,,
"Morrilton - E Harding St , 1803 E Harding St , Morrilton , AR , 72110",35.1704143,-92.719885,18620,2.0,0.1211908311502064,0.1745743917036165,,,,,,,,
"Mountain Edge , 200 E Commonwealth Dr , Wytheville , VA , 24382",36.9600105,-81.0960388,97847,7.0,0.0933784898325481,0.4697169451377992,0.7390028512145599,0.9234560442872152,0.9269729346865578,0.9299284859482106,0.9928097934918096,,,
"Mountain Express #1 , 226 Old Chimney Rock Rd , Hendersonville , NC , 28792",35.3457861,-82.4322737,77315,8.0,0.0451545727579064,0.2109704154831901,0.2153343128638281,0.2737543217570951,0.5365165062795377,0.7204229442752508,0.8684995187515792,0.9741876953514748,,
"Mountain Express #2 , 821 Shepherd St , Hendersonville , NC , 28792",35.2989673,-82.4359153,74552,6.0,0.069387288412874,0.6154397344534523,0.6520183436506077,0.6647651183459606,0.7348451611874034,0.8678677818097167,,,,
"Mr Clean Blairsville , 262 GA-515 , Blairsville , GA , 30512",34.8794923,-83.9556608,132267,1.0,0.7165658474727247,,,,,,,,,
"Mr Clean Canton , 220 Riverstone Pkwy , Canton , GA , 30114",34.2440227,-84.488294,13286,7.0,0.0926628614385024,0.322524317776638,0.3550237193451435,0.7074018180618934,0.8631165327402293,0.9521127818998464,0.9538510259988442,,,
"Mr Clean Dahlonega , 45 Morrison Moore Pkwy W , Dahlonega , GA , 30533",34.5257347,-83.9789743,5996,6.0,0.0844977898279938,0.519704549326785,0.5799370580721858,0.601024193576157,0.6740445772322531,0.8028567086882089,,,,
"Mr Clean DeBary , 215 N Charles Richard Beall Blvd , DeBary , FL , 32713",28.8994251,-81.3049194,123390,4.0,0.163205301453245,0.2734707300292975,0.6456921584264239,0.8769463516535995,,,,,,
"Mr Clean Leesburg , 1396 W N Blvd , Leesburg , FL , 34748",28.8277769,-81.8866092,112995,11.0,0.071357047620597,0.145113224920055,0.3840964659639526,0.3985177626858946,0.4656085370820202,0.6014693034451252,0.6134665734102062,0.7193135215098431,0.7844773694106478,0.8700784595290927
"Mr Clean Loganville , 4840 Atlanta Hwy , Loganville , GA , 30052",33.8331639,-83.8811731,111952,4.0,0.0399753845793633,0.2454896407910484,0.4195657932231507,0.8240518996044808,,,,,,
"Mr Clean Orange Park , 890 Blanding Blvd , Orange Park , FL , 32065",30.1418889,-81.7681268,34341,7.0,0.0328647974445584,0.2354577880881921,0.291405193206018,0.4259242048363071,0.5201125165232776,0.8368453201841967,0.844187627957048,,,
"Mr Clean Oxford , 11822 US-301 , Oxford , FL , 34484",28.9285765,-82.0378868,108192,4.0,0.0694971111179664,0.3113307751489362,0.5553345440577676,0.8662799079647148,,,,,,
"Mr Clean Sharpsburg , 18 Bailey Station Dr , Sharpsburg , GA , 30277",33.4081197,-84.6736447,97569,4.0,0.060285583225414,0.2984856611311505,0.5015208217070406,0.7324140350793942,,,,,,
"Mr D Car Wash , 525 E Sumner St , Hartford , WI , 53027",43.3168236,-88.3718484,38605,6.0,0.1209669546472526,0.3269473173161685,0.3598209514094685,0.3851901947032466,0.8825322819380359,0.9209090077830654,,,,
"Mr. B's Car Wash - Sumiton , 878 Hwy 78 , Sumiton , AL , 35148",33.7450899,-87.0469626,50678,,,,,,,,,,,
"My Wash , 3804 S Western , Marion , IN , 46953",40.523313,-85.6753078,116051,9.0,0.1063912144978475,0.4867046568246713,0.5975339847799312,0.6498124084519101,0.6928037438216212,0.80010906987286,0.8094256392958235,0.8994305220880233,0.9739114283581548,
"NCGOL_N.Berkeley , 508 N Berkeley Blvd , Goldsboro , NC , 27534",35.3745497,-77.9443943,110163,13.0,0.0740700784375184,0.206936090987007,0.2726627623966971,0.2898608670972363,0.4500602604668105,0.5427976133037077,0.5606935250586345,0.6755693809468475,0.6846909845456578,0.7846172923118221
